순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,하얼빈,298570092,9.78895E+12,3810,김훈 지음,문학동네,20220803,"16,000","14,400",800점,43400,소설/시/희곡
2,국내도서,불편한 편의점 2,298589821,9.79116E+12,3810,김호연 지음,나무옆의자,20220810,"14,000","12,600",700점,13032,소설/시/희곡
3,국내도서,헤어질 결심 각본,298203316,9.78893E+12,3680,박찬욱.정서경 지음,을유문화사,20220805,"15,000","13,500",750점,32750,예술/대중문화
4,국내도서,파친코 2,294964187,9.79117E+12,4840,"이민진 지음, 신승미 옮김",인플루엔셜(주),20220825,"15,800","14,220",790점,40631,소설/시/희곡
5,국내도서,파친코 1,294963999,9.79117E+12,4840,"이민진 지음, 신승미 옮김",인플루엔셜(주),20220727,"15,800","14,220",790점,41007,소설/시/희곡
6,국내도서,계속 가보겠습니다,297926520,9.79116E+12,3330,임은정 지음,메디치미디어,20220722,"18,000","16,200",900점,14292,사회과학
7,국내도서,불편한 편의점 (벚꽃 에디션),290457417,9.79116E+12,3810,김호연 지음,나무옆의자,20210420,"14,000","12,600",700점,224139,소설/시/희곡
8,국내도서,이상한 변호사 우영우 1,299583005,9.78893E+12,4810,문지원 지음,김영사,20220915,"19,800","17,820",990점,3917,예술/대중문화
9,국내도서,이상한 변호사 우영우 2,299583056,9.78893E+12,4810,문지원 지음,김영사,20220915,"19,800","17,820",990점,3651,예술/대중문화
10,국내도서,야쿠자의 덕질 1,298733090,9.79114E+12,7830,"야츠다 테키 지음, 박연지 옮김",㈜소미미디어,20220812,"6,000","5,400",300점,6623,만화
11,국내도서,흔한남매 11,298327426,9.79117E+12,77810,"흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수",미래엔아이세움,20220728,"14,500","13,050",720점,14082,어린이
12,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Reading (리딩),284153629,9.78892E+12,13740,ETS 엮음,(주)YBM(와이비엠),20211213,"17,800","16,020",890점,108089,외국어
13,국내도서,명탐정 코난 101,300344482,9.79114E+12,,아오야마 고쇼 지음,서울미디어코믹스(서울문화사),20220825,"5,500","4,950",270점,4609,만화
14,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Listening (리스닝),284153150,9.78892E+12,13740,ETS 엮음,(주)YBM(와이비엠),20211213,"17,800","16,020",890점,98317,외국어
15,국내도서,트로피컬 나이트,299460785,9.79116E+12,3810,조예은 지음,한겨레출판,20220817,"15,000","13,500",750점,10978,소설/시/희곡
16,국내도서,튜브,298076583,9.78894E+12,3810,손원평 지음,창비,20220722,"15,000","13,500",750점,7772,소설/시/희곡
17,국내도서,데미안 (오리지널 초판본 표지디자인),98710881,9.79119E+12,4850,"헤르만 헤세 지음, 이미영 옮김, 김선형",코너스톤,20170101,"3,300","2,970",160점,79042,소설/시/희곡
18,국내도서,삶의 격,47613915,9.78896E+12,3100,"페터 비에리 지음, 문항심 옮김",은행나무,20141017,"16,000","14,400",800점,13252,인문학
19,국내도서,도쿄 리벤저스 27,299565521,9.79117E+12,,와쿠이 켄 지음,학산문화사(만화),20220812,"6,000","5,400",300점,4842,만화
20,국내도서,괴수 8호 7 (일러스트 카드 2종 + 스페셜 일러스트 카드 포함 특장판),299224107,,,"마츠모토 나오야 지음, 유유리 옮김",서울미디어코믹스(서울문화사),20220830,"6,000","5,400",300점,2153,만화
21,국내도서,전지적 독자 시점 6,299396518,9.79116E+12,7810,"슬리피-C 지음, 싱숑 원작, UMI 각색",에이템포미디어,20220810,"15,000","13,500",750점,3099,만화
22,국내도서,열혈강호 86,300265130,9.79117E+12,,"전극진 지음, 양재현 그림",대원씨아이(만화),20220824,"5,500","4,950",270점,4427,만화
23,국내도서,하쿠다 사진관,298100354,9.79113E+12,3810,허태연 지음,놀,20220718,"17,000","15,300",850점,4820,소설/시/희곡
24,국내도서,해커스 토익 기출 VOCA (보카),176021392,9.78897E+12,13740,David Cho 지음,해커스어학연구소(Hackers),20230724,"12,900","11,610",640점,232880,외국어
25,국내도서,물고기는 존재하지 않는다,284657330,9.79119E+12,3400,"룰루 밀러 지음, 정지인 옮김",곰출판,20211217,"17,000","15,300",850점,137627,과학
26,국내도서,우리는 어디서 살아야 하는가,298205437,9.79119E+12,3320,김시덕 지음,포레스트북스,20220720,"18,000","16,200",900점,8021,경제경영
27,국내도서,세상의 마지막 기차역,294425135,9.79119E+12,3830,"무라세 다케시 지음, 김지연 옮김",모모,20220511,"14,000","12,600",700점,12449,소설/시/희곡
28,국내도서,푸른 사자 와니니 4,300262887,9.78894E+12,73810,"이현 지음, 오윤화 그림",창비,20220819,"12,000","10,800",600점,11792,어린이
29,국내도서,유럽 도시 기행 2,296896486,9.78897E+12,3900,유시민 지음,생각의길,20220709,"17,500","15,750",870점,12812,인문학
30,국내도서,그릿 GRIT (100쇄 기념 리커버 에디션),181545971,9.79116E+12,3190,"앤절라 더크워스 지음, 김미정 옮김",비즈니스북스,20190220,"16,000","14,400",800점,31768,자기계발
31,국내도서,묘사하는 마음,298819158,9.78896E+12,3810,김혜리 지음,마음산책,20220805,"18,000","16,200",900점,3574,예술/대중문화
32,국내도서,아라의 소설,299808707,9.7912E+12,3810,정세랑 지음,안온북스,20220824,"15,000","13,500",750점,4209,소설/시/희곡
33,국내도서,원씽 The One Thing (리커버 특별판),120812491,9.789E+12,"13190
","게리 켈러 & 제이 파파산 지음, 구세희 옮김",비즈니스북스,20130820,"14,000","12,600",700점,72879,자기계발
34,국내도서,푸른 사자 와니니 5,300262898,9.78894E+12,73810,"이현 지음, 오윤화 그림",창비,20220819,"12,000","10,800",600점,11112,어린이
35,국내도서,작별인사,292816855,9.79119E+12,3810,김영하 지음,복복서가,20220502,"14,000","12,600",700점,36001,소설/시/희곡
36,국내도서,도올주역강해,298427698,9.78898E+12,3140,김용옥 지음,통나무,20220725,"39,000","35,100","1,950점",8161,인문학
37,국내도서,설민석의 한국사 대모험 22,300465501,9.79119E+12,74910,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수",단꿈아이,20220829,"13,000","11,700",650점,8274,어린이
38,국내도서,역행자 (10만 부 기념 페이크 에디션),300269128,9.7889E+12,3320,자청 지음,웅진지식하우스,20220603,"17,500","15,750",870점,2869,자기계발
39,국내도서,기분을 관리하면 인생이 관리된다,292069347,9.7912E+12,13810,김다슬 지음,클라우디아,20220412,"17,600","15,840",880점,14084,에세이
40,국내도서,미키7,298575171,9.79117E+12,3840,"에드워드 애슈턴 지음, 배지혜 옮김",황금가지,20220722,"17,000","15,300",850점,7993,소설/시/희곡
41,국내도서,마법천자문 54,300644348,9.78895E+12,77720,"유대영 지음, 정수영 그림, 강용철 감수",아울북,20220829,"15,800","14,220",790점,5727,어린이
42,국내도서,먼작귀 2 (그림책 포함 특별판),299900062,9.79117E+12,,나가노 지음,미우(대원씨아이),20220831,"18,000","16,200",900점,4247,만화
43,국내도서,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상",284612957,9.79114E+12,13910,최태성 지음,이투스북,20211209,"15,000","13,500",750점,15212,수험서/자격증
44,국내도서,긴긴밤,263027170,9.78895E+12,73810,루리 지음,문학동네,20210203,"11,500","10,350",570점,106883,어린이
45,국내도서,어린이를 위한 역사의 쓸모 1,298813712,9.79113E+12,73910,"최태성 지음, 신진호 그림",다산어린이,20220815,"15,000","13,500",750점,6444,어린이
46,국내도서,밥 프록터 부의 확신,297455533,9.79116E+12,3190,"밥 프록터 지음, 김문주 옮김, 조성희 감수",비즈니스북스,20220712,"16,000","14,400",800점,15411,자기계발
