순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,오늘도 펭수 내일도 펭수,219573015,9.79113E+12,2810,EBS.펭수 지음,놀(다산북스),20191219,"17,000","15,300",850점,25436,에세이
2,국내도서,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",214116947,9.79119E+12,3030,"데이비드 키더.노아 D. 오펜하임 지음, 허성심 옮김",위즈덤하우스,20191030,"16,000","14,400",800점,20288,인문학
3,국내도서,지적 대화를 위한 넓고 얕은 지식 : 제로 편,219841523,9.79119E+12,3100,채사장 지음,웨일북,20191224,"19,800","17,820",990점,56243,인문학
4,국내도서,나는 무조건 합격하는 공부만 한다,220642182,9.79116E+12,3190,이윤규 지음,비즈니스북스,20191216,"15,000","13,500",750점,13768,자기계발
5,국내도서,팩트풀니스,184564546,9.78893E+12,3300,"한스 로슬링.올라 로슬링.안나 로슬링 뢴룬드 지음, 이창신 옮김",김영사,20190308,"19,800","17,820",990점,41596,인문학
6,국내도서,트렌드 코리아 2020,210946331,9.78896E+12,13320,김난도 외 지음,미래의창,20191024,"18,000","16,200",900점,15180,경제경영
7,국내도서,설민석의 한국사 대모험 12,216135154,9.79119E+12,74910,"설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수",아이휴먼,20191205,"12,000","10,800",600점,10953,어린이
8,국내도서,흔한남매 3,223274669,9.79116E+12,77810,"흔한남매 원작, 백난도 글, 유난희 그림, 샌드박스 네트워크 감수",미래엔아이세움,20200109,"12,000","10,800",600점,21114,어린이
9,국내도서,에이트,212657645,9.79119E+12,3320,이지성 지음,차이정원,20191021,"17,000","15,300",850점,19605,자기계발
10,국내도서,여행의 이유,188276096,9.78895E+12,3810,김영하 지음,문학동네,20190417,"13,500","12,150",670점,65678,에세이
11,국내도서,5년 후 나에게 - Q&A a day (2020 로즈골드 특별 한정판),212019983,9.79116E+12,14190,"포터 스타일 지음, 정지현 옮김",토네이도,20191101,"16,800","15,120",840점,7629,자기계발
12,국내도서,117층 나무 집,222102869,9.78895E+12,74840,"앤디 그리피스 지음, 테리 덴톤 그림",시공주니어,20200110,"14,000","12,600",700점,9287,어린이
13,국내도서,뽀롱뽀롱 뽀로로 크리스마스 스티커북,216140988,9.78896E+12,73650,키즈아이콘 편집부 엮음,키즈아이콘(아이코닉스),20191101,"5,000","4,500",250점,2983,유아
14,국내도서,우리가 빛의 속도로 갈 수 없다면,193591681,9.79119E+12,3810,김초엽 지음,허블,20190624,"14,000","12,600",700점,59296,소설/시/희곡
15,국내도서,일의 기쁨과 슬픔,212921347,9.78894E+12,3810,장류진 지음,창비,20191025,"14,000","12,600",700점,17470,소설/시/희곡
16,국내도서,방구석 미술관 (아티스트 하우스 에디션),220394572,9.78897E+12,3600,조원재 지음,블랙피쉬,20180803,"16,800","15,120",840점,16346,예술/대중문화
17,국내도서,프린세스 커넥트! Re:Dive 공식 공략 팬북,219686861,9.79113E+12,3830,"다카라지마사 지음, 송재희 옮김, 사이게임즈 감수",디앤씨미디어(주)(D&C미디어),20191210,"11,000","9,900",550점,2759,소설/시/희곡
18,국내도서,해커스 토익 기출 VOCA (보카),176021392,9.78897E+12,13740,David Cho 지음,해커스어학연구소(Hackers),20230724,"12,900","11,610",640점,232880,외국어
19,국내도서,지금 이대로 좋다,212900515,9.79119E+12,3810,"법륜 지음, 박정은 그림",정토출판,20191030,"14,800","13,320",740점,17042,에세이
20,국내도서,공부머리 독서법,141315812,9.7912E+12,3370,최승필 지음,책구루,20180503,"16,500","14,850",820점,46807,좋은부모
21,국내도서,흔한남매 2,203980453,9.79116E+12,77810,"흔한남매 원작, 백난도 글, 유난희 그림, 샌드박스 네트워크 감수",미래엔아이세움,20190905,"11,000","9,900",550점,20850,어린이
22,국내도서,나를 돌보지 않는 나에게,212633213,9.78893E+12,3810,정여울 지음,김영사,20191023,"13,800","12,420",690점,6412,에세이
23,국내도서,작가들의 비밀스러운 삶,216722228,9.78898E+12,3860,"기욤 뮈소 지음, 양영란 옮김",밝은세상,20191121,"14,800","13,320",740점,5678,소설/시/희곡
24,국내도서,파인드 미,222096229,9.79119E+12,3840,"안드레 애치먼 지음, 정지현 옮김",잔(도서출판),20191216,"15,800","14,220",790점,5005,소설/시/희곡
25,국내도서,흔한남매 1,194046110,9.79116E+12,77810,"흔한남매 원작, 백난도 글, 유난희 그림, 샌드박스 네트워크 감수",미래엔아이세움,20190620,"11,000","9,900",550점,20341,어린이
26,국내도서,총 균 쇠 (무선 제작),615014,9.78897E+12,3900,"제레드 다이아몬드 지음, 김진준 옮김",문학사상,20051219,"28,000","25,200","1,400점",66746,인문학
27,국내도서,"22똥괭이네, 이제는 행복한 집고양이랍니다",219574528,9.79119E+12,3810,이삼 집사 지음,위즈덤하우스,20191220,"16,000","14,400",800점,2528,에세이
28,국내도서,대한민국 부동산 사용설명서,219376564,9.79119E+12,3320,김학렬 지음,에프엔미디어,20200101,"19,500","17,550",970점,2874,경제경영
