순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,양준일 MAYBE,230957285,9.7912E+12,2680,양준일.아이스크림 지음,모비딕북스,20200214,"18,000","16,200",900점,10229,에세이
2,국내도서,작은 아씨들 (영화 공식 원작 소설·오리지널 커버),228995066,9.78893E+12,3840,"루이자 메이 올콧 지음, 강미경 옮김",알에이치코리아(RHK),20200212,"18,000","16,200",900점,13299,소설/시/희곡
3,국내도서,기생충 각본집 & 스토리보드북 세트 - 전2권,211438416,9.7912E+12,4680,봉준호 지음,플레인,20191021,"37,000","33,300","1,850점",10857,예술/대중문화
4,국내도서,추리 천재 엉덩이 탐정 9,227129549,9.79116E+12,74830,"트롤 글.그림, 김정화 옮김",미래엔아이세움,20200115,"12,000","10,800",600점,9865,어린이
5,국내도서,청사과 낙원 시즌 1 : 1~3 세트 - 전3권,232496169,9.79119E+12,7650,청낙원 글.그림,위즈덤하우스,20200227,"40,000","36,000","2,000점",5043,만화
6,국내도서,2020 선재국어 나침판 실전 모의고사 Vol.1,231177203,9.79116E+12,13710,이선재 지음,에스티유니타스,20200210,"21,000","18,900",0점,4041,수험서/자격증
7,국내도서,지적 대화를 위한 넓고 얕은 지식 : 제로 편,219841523,9.79119E+12,3100,채사장 지음,웨일북,20191224,"19,800","17,820",990점,56243,인문학
8,국내도서,아직 멀었다는 말,230965334,9.78895E+12,3810,권여선 지음,문학동네,20200214,"15,000","13,500",750점,6646,소설/시/희곡
9,국내도서,날씨가 좋으면 찾아가겠어요 (드라마 방영 기념 한정판),229321278,9.78895E+12,4810,이도우 지음,시공사,20200201,"13,800","12,420",690점,12242,소설/시/희곡
10,국내도서,해커스 토익 기출 VOCA (보카),176021392,9.78897E+12,13740,David Cho 지음,해커스어학연구소(Hackers),20230724,"12,900","11,610",640점,232880,외국어
11,국내도서,더 위험한 과학책,228672219,9.78895E+12,3400,"랜들 먼로 지음, 이강환 옮김",시공사,20200120,"22,000","19,800","1,100점",13998,과학
12,국내도서,펭아트 #페이퍼토이북,233423793,9.78895E+12,3630,차니(심희찬) 지음,EBS BOOKS,20200228,"18,000","16,200",900점,3997,건강/취미
13,국내도서,하버드 상위 1퍼센트의 비밀 (리커버 에디션),229520957,9.78895E+12,3320,정주영 지음,한국경제신문,20181017,"16,000","14,400",800점,12864,자기계발
14,국내도서,흔한남매 3,223274669,9.79116E+12,77810,"흔한남매 원작, 백난도 글, 유난희 그림, 샌드박스 네트워크 감수",미래엔아이세움,20200109,"12,000","10,800",600점,21114,어린이
15,국내도서,아내를 모자로 착각한 남자,89822465,9.79116E+12,3400,"올리버 색스 지음, 조석현 옮김, 이정호 그림",알마,20160818,"21,000","18,900","1,050점",26897,인문학
