순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,도가니,4111871,9.78894E+12,3810,공지영 지음,창비,20090629,"12,000","10,800",600점,31517,소설/시/희곡
2,국내도서,아프니까 청춘이다,8325070,9.78897E+12,3810,김난도 지음,쌤앤파커스,20101224,"14,000","12,600",700점,73345,에세이
3,국내도서,관계의 심리학,2693293,9.78899E+12,3320,이철우 지음,경향미디어,20081013,"12,000","10,800",600점,8555,자기계발
4,국내도서,엄마가 아이를 아프게 한다,12920597,9.78899E+12,13590,문은희 지음,예담Friend,20110825,"13,000","11,700",650점,8600,좋은부모
5,국내도서,시골의사 박경철의 자기혁명,13164506,9.7889E+12,3320,박경철 지음,리더스북,20110930,"18,500","16,650",920점,27357,자기계발
6,국내도서,한권으로 읽는 조선왕조실록,527081,9.7889E+12,4900,박영규 지음,웅진지식하우스,20041118,"18,000","16,200",900점,31126,역사
7,국내도서,혼자 사는 즐거움,12575515,9.78899E+12,13320,"사라 밴 브레스낙 지음, 신승미 옮김",토네이도,20110801,"15,000","13,500",750점,6243,자기계발
8,국내도서,두근두근 내 인생,11905002,9.78894E+12,3810,김애란 지음,창비,20110620,"14,000","12,600",700점,35420,소설/시/희곡
9,국내도서,닥치고 정치,13214629,9.78897E+12,3340,"김어준 지음, 지승호 엮음",푸른숲,20111005,"13,500","12,150",670점,27916,사회과학
10,국내도서,마당을 나온 암탉 (반양장),349172,9.78897E+12,73810,"황선미 지음, 김환영 그림",사계절,20000529,"12,800","11,520",640점,63702,어린이
11,국내도서,꿈이 있는 거북이는 지치지 않습니다,12763773,9.78899E+12,3040,김병만 지음,실크로드,20110810,"13,000","11,700",650점,6401,에세이
12,국내도서,마당을 나온 암탉,11968421,9.78896E+12,77800,"황선미 지음, 오돌또기 그림",사계절,20110610,"13,500","12,150",670점,12708,유아
13,국내도서,엄마를 부탁해,2727875,9.78894E+12,3810,신경숙 지음,창비,20081024,"15,000","13,500",750점,83358,소설/시/희곡
14,국내도서,독서 천재가 된 홍대리,12988940,9.78896E+12,3320,이지성.정회일 지음,다산라이프,20110829,"13,000","11,700",650점,14342,자기계발
15,국내도서,나의 문화유산답사기 6,11477277,9.78894E+12,3810,유홍준 지음,창비,20110511,"18,000","16,200",360점,12453,인문학
16,국내도서,학교란 무엇인가,12980956,9.78893E+12,14590,EBS &lt;학교란 무엇인가&gt; 제작팀 엮음,중앙books(중앙북스),20110901,"14,800","13,320",740점,5024,좋은부모
17,국내도서,땅끝의 아이들,12665791,9.78897E+12,3230,이민아 지음,시냇가에심은나무,20110728,"15,000","13,500",750점,6102,종교/역학
18,국내도서,마흔에 읽는 손자병법,12469959,9.78897E+12,3320,강상구 지음,흐름출판,20110720,"17,000","15,300",850점,9189,자기계발
