순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,유럽 도시 기행 1,196542784,9.78897E+12,3900,유시민 지음,생각의길,20190709,"16,500","14,850",820점,20056,인문학
2,국내도서,여행의 이유 (바캉스 에디션),195773937,9.78895E+12,3810,김영하 지음,문학동네,20190417,"13,500","12,150",670점,78610,에세이
3,국내도서,잊기 좋은 이름,194834950,9.79117E+12,3810,김애란 지음,열림원,20190705,"16,000","14,400",800점,10882,에세이
4,국내도서,천년의 질문 1,193861163,9.78897E+12,4810,조정래 지음,해냄,20190611,"16,500","14,850",820점,9075,소설/시/희곡
5,국내도서,천년의 질문 2,193861219,9.78897E+12,4810,조정래 지음,해냄,20190611,"16,500","14,850",820점,8396,소설/시/희곡
6,국내도서,천년의 질문 3,193861229,9.78897E+12,4810,조정래 지음,해냄,20190611,"16,500","14,850",820점,8316,소설/시/희곡
7,국내도서,"박막례, 이대로 죽을 순 없다",192372285,9.79119E+12,3810,박막례.김유라 지음,위즈덤하우스,20190603,"14,800","13,320",740점,13801,에세이
8,국내도서,어느 날 공주가 되어버렸다 1 (일반판),196667148,9.79113E+12,7810,"스푼 그림, 플루토스 원작",캐롯툰,20190830,"13,500","12,150",670점,7073,만화
9,국내도서,미국 영어 회화 문법 1,182488341,9.78896E+12,14740,김아영 지음,사람in,20190225,"18,000","16,200",900점,13158,외국어
10,국내도서,정리하는 뇌,61762093,9.78894E+12,3180,"대니얼 J. 레비틴 지음, 김성훈 옮김",와이즈베리,20150622,"22,000","19,800","1,100점",27650,인문학
11,국내도서,역사의 쓸모,194339326,9.79113E+12,3900,최태성 지음,다산초당(다산북스),20190614,"15,000","13,500",750점,40863,인문학
12,국내도서,설민석의 삼국지 1,196255011,9.78893E+12,4000,설민석 지음,세계사,20190717,"22,000","19,800","1,100점",17339,역사
13,국내도서,해커스 토익 기출 VOCA (보카),176021392,9.78897E+12,13740,David Cho 지음,해커스어학연구소(Hackers),20230724,"12,900","11,610",640점,232880,외국어
14,국내도서,숨,191025997,9.79116E+12,3840,"테드 창 지음, 김상훈 옮김",엘리,20190520,"18,500","16,650",920점,24816,소설/시/희곡
15,국내도서,축구를 하며 생각한 것들,195420885,9.79119E+12,3810,손흥민 지음,브레인스토어,20190712,"18,000","16,200",900점,5586,에세이
16,국내도서,죽음 1,191836215,9.78893E+12,4860,"베르나르 베르베르 지음, 전미연 옮김, 함지은 북디자이너",열린책들,20190530,"15,800","14,220",790점,11583,소설/시/희곡
17,국내도서,제 인생에 답이 없어요,198387926,9.79119E+12,3810,선바 지음,위즈덤하우스,20190725,"12,000","10,800",600점,4994,에세이
18,국내도서,인생의 마지막 순간에서,195221169,9.79114E+12,3840,"샐리 티스데일 지음, 박미경 옮김",비잉(Being),20190619,"16,500","14,850",820점,8114,에세이
19,국내도서,대도시의 사랑법,195439115,9.78894E+12,3810,박상영 지음,창비,20190628,"14,000","12,600",700점,13212,소설/시/희곡
20,국내도서,2020 전한길 한국사 합격생 필기노트,195810143,9.79116E+12,13910,전한길 지음,에스티유니타스,20190702,"14,000","12,600",140점,8725,수험서/자격증
21,국내도서,죽음 2,191836331,9.78893E+12,4860,"베르나르 베르베르 지음, 전미연 옮김",열린책들,20190530,"15,800","14,220",790점,11067,소설/시/희곡
22,국내도서,공부머리 독서법,141315812,9.7912E+12,3370,최승필 지음,책구루,20180503,"16,500","14,850",820점,46807,좋은부모
23,국내도서,아주 작은 습관의 힘,182285146,9.79116E+12,3190,"제임스 클리어 지음, 이한이 옮김",비즈니스북스,20190226,"16,000","14,400",800점,72738,자기계발
24,국내도서,마도조사 1,199045231,9.79113E+12,4820,"묵향동후 지음, 이현아 옮김",B-Lab,20190730,"14,000","12,600",700점,10160,소설/시/희곡
25,국내도서,미국 영어 회화 문법 2,182488640,9.78896E+12,14740,김아영 지음,사람in,20190225,"16,000","14,400",800점,9234,외국어
26,국내도서,시절일기,198391220,9.7912E+12,3810,김연수 지음,레제,20190722,"15,000","13,500",750점,5210,에세이
27,국내도서,설민석의 세계사 대모험 2,195445772,9.79119E+12,77900,"설민석.잼 스토리 지음, 박성일 그림",단꿈아이,20190708,"12,000","10,800",600점,4707,어린이
