순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,나는 습관을 조금 바꾸기로 했다,179454451,9.78897E+12,3320,"사사키 후미오 지음, 드로잉메리 그림, 정지영 옮김",쌤앤파커스,20190211,"15,000","13,500",750점,7305,자기계발
2,국내도서,원피스 91,181538261,9.79119E+12,,오다 에이치로 지음,대원씨아이(만화),20190213,"5,000","4,500",250점,6088,만화
3,국내도서,공부머리 독서법,141315812,9.7912E+12,3370,최승필 지음,책구루,20180503,"16,500","14,850",820점,46807,좋은부모
4,국내도서,철학은 어떻게 삶의 무기가 되는가,179428940,9.79113E+12,3100,"야마구치 슈 지음, 김윤경 옮김",다산초당,20190122,"16,000","14,400",800점,21097,인문학
5,국내도서,설민석의 한국사 대모험 9,179501409,9.79119E+12,74910,"설민석.스토리박스 지음, 정현희 그림, 태건 역사 연구소 감수",아이휴먼,20190222,"10,500","9,450",520점,10815,어린이
6,국내도서,우린 너무 몰랐다,179977113,9.78898E+12,3910,김용옥 지음,통나무,20190128,"18,000","16,200",900점,6576,역사
7,국내도서,디디의 우산,177297207,9.78894E+12,3810,황정은 지음,창비,20190120,"15,000","13,500",750점,10878,소설/시/희곡
8,국내도서,고요할수록 밝아지는 것들,174302739,9.79119E+12,3810,혜민 지음,수오서재,20181205,"15,000","13,500",750점,16915,에세이
9,국내도서,마력의 태동,179095526,9.78897E+12,3830,"히가시노 게이고 지음, 양윤옥 옮김",현대문학,20190130,"16,000","14,400",800점,9054,소설/시/희곡
10,국내도서,좀비고등학교 코믹스 11,182313000,9.79119E+12,77800,"유대영 지음, 라임스튜디오 그림",겜툰,20190227,"9,800","8,820",490점,4390,어린이
11,국내도서,내 어머니 이야기 세트 - 전4권,177304972,9.78896E+12,7810,김은성 지음,애니북스,20190111,"62,000","55,800","3,100점",9760,만화
12,국내도서,해커스 토익 기출 VOCA (보카),176021392,9.78897E+12,13740,David Cho 지음,해커스어학연구소(Hackers),20230724,"12,900","11,610",640점,232880,외국어
13,국내도서,아침에는 죽음을 생각하는 것이 좋다,175522746,9.79116E+12,3100,김영민 지음,어크로스,20181130,"15,000","13,500",750점,14096,인문학
14,국내도서,당신이 옳다,169387318,9.78897E+12,3180,정혜신 지음,해냄,20181010,"17,500","15,750",870점,49450,인문학
15,국내도서,에어프라이어 만능 레시피북,180058721,9.79113E+12,13590,강지현 지음,엔트리(메가스터디북스),20190201,"12,000","10,800",600점,8266,요리/살림
16,국내도서,마법천자문 44,179975401,9.78895E+12,77720,"김현수 지음, 홍거북 그림, 김창환 감수",아울북,20190128,"9,800","8,820",490점,3952,어린이
17,국내도서,2019 선재국어 나침판 실전 모의고사 Vol.1,183687722,9.79116E+12,13710,이선재 지음,에스티유니타스,20190305,"20,000","18,000",200점,4373,수험서/자격증
18,국내도서,꽃을 보듯 너를 본다,62163905,9.79116E+12,3810,나태주 지음,지혜,20150620,"11,000","9,900",550점,64284,소설/시/희곡
19,국내도서,아이를 위한 하루 한 줄 인문학,175330696,9.79119E+12,13590,김종원 지음,청림Life,20181212,"14,500","13,050",720점,9106,좋은부모
20,국내도서,여자 둘이 살고 있습니다,182281851,9.79119E+12,3810,김하나.황선우 지음,위즈덤하우스,20190222,"14,800","13,320",740점,9611,에세이
21,국내도서,어원 덕분에 영어 공부가 쉬워졌습니다,176821146,9.79119E+12,13740,시미즈 켄지.스즈키 히로시 지음,키출판사,20181231,"15,000","13,500",750점,7363,외국어
22,국내도서,댄 애리얼리 부의 감각,153434095,9.78894E+12,3320,"댄 애리얼리 외 지음, 이경식 옮김",청림출판,20180725,"18,000","16,200",900점,8981,경제경영
