ItemId,used_idx,delivery fee,price,quality,url
190190,3,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337991041
190190,4,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337964317
190190,5,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=335070783
190190,6,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=304815350
190190,7,2500,3800,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=324431935
190190,8,2500,3800,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=317718647
190190,9,2500,3800,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=315130312
190191,1,2500,3300,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=331371251
190191,10,2500,3800,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=326367936
190191,11,2500,3800,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=319509123
190191,12,2500,3900,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=339839539
190191,13,2500,3900,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=336801945
190191,14,2500,3900,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=336077670
190191,15,2500,3900,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=335947649
190191,2,2500,3300,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=331115755
190191,3,2500,3300,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=325759107
190191,4,2500,3300,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=314366464
190191,5,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337964318
190191,6,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=335070785
190191,7,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=302249456
190191,8,2500,3600,상,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=309798184
190191,9,2500,3700,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=312948734
190192,1,2500,3300,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=324431934
190192,10,2500,3700,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=312948733
190192,11,2500,3800,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=315130299
190192,12,2500,3900,상,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=321536645
190192,13,2500,3900,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=341042436
190192,14,2500,3900,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=339839550
190192,15,2500,3900,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=336077667
190192,2,2500,3300,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=314366465
190192,3,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337991043
190192,4,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337964319
190192,5,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=335070784
190192,6,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=305632397
190192,7,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=302249455
190192,8,2500,3600,상,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=309798185
190192,9,2500,3600,상,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=308657680
190194,1,2500,3300,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=331371245
190194,10,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=307972304
190194,11,2500,3400,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=305632398
190194,12,2500,3800,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=318908697
190194,13,2500,3900,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=339839552
190194,14,2500,3900,중,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=336767097
190194,15,2500,4000,상,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=340403139
