순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,아름다운 마무리,2811362,9.789E+12,3810,법정(法頂) 지음,문학의숲,20081115,"11,500","10,350",570점,27068,에세이
2,국내도서,일기일회 一期一會,3888620,9.789E+12,4810,법정(法頂) 지음,문학의숲,20090527,"15,000","13,500",750점,14960,종교/역학
3,국내도서,"한 사람은 모두를, 모두는 한 사람을",5432128,9.78899E+12,4810,법정(法頂) 지음,문학의숲,20091115,"15,000","13,500",750점,8250,종교/역학
4,국내도서,덕혜옹주,5912511,9.78896E+12,3810,권비영 지음,다산책방,20091214,"11,800","10,620",590점,30538,소설/시/희곡
5,국내도서,인연 이야기,4171215,9.78899E+12,3810,법정(法頂) 지음,문학의숲,20090705,"11,500","10,350",570점,6205,에세이
6,국내도서,산에는 꽃이 피네,3659598,9.789E+12,3810,"법정 지음, 류시화 엮음",문학의숲,20090425,"11,000","9,900",550점,5996,종교/역학
7,국내도서,삼성을 생각한다,6290715,9.78896E+12,3320,김용철 지음,사회평론,20100129,"22,000","19,800","1,100점",15355,경제경영
8,국내도서,잠자기 전 30분,2833021,9.789E+12,13320,"다카시마 데쓰지 지음, 홍성민 옮김",티즈맵,20081129,"9,500","8,550",470점,13129,자기계발
9,국내도서,파라다이스 1,6522837,9.78893E+12,4860,"베르나르 베르베르 지음, 임희근 옮김",열린책들,20100322,"9,800","8,820",490점,10882,소설/시/희곡
10,국내도서,법정 스님의 내가 사랑한 책들,6515065,9.78899E+12,3810,문학의숲 편집부 엮음,문학의숲,20100303,"18,500","16,650",920점,8330,에세이
11,국내도서,살아 있는 것은 다 행복하라,623174,9.789E+12,3810,"법정(法頂) 지음, 류시화 엮음",조화로운삶(위즈덤하우스),20060215,"9,800","8,820",490점,21229,종교/역학
12,국내도서,파라다이스 2,6522865,9.78893E+12,4860,"베르나르 베르베르 지음, 임희근 옮김",열린책들,20100322,"9,800","8,820",490점,7896,소설/시/희곡
13,국내도서,바보처럼 공부하고 천재처럼 꿈꿔라,869542,9.78898E+12,3810,신웅진 지음,명진출판사,20070103,"10,000","9,000",500점,42433,청소년
14,국내도서,죽을 때 후회하는 스물다섯 가지,5966956,9.78895E+12,3180,"오츠 슈이치 지음, 황소연 옮김",21세기북스,20091211,"12,000","10,800",600점,10421,에세이
15,국내도서,김연아의 7분 드라마,6220555,9.78895E+12,3810,김연아 지음,중앙출판사(중앙미디어),20100128,"15,000","13,500",750점,6374,에세이
16,국내도서,설득의 비밀,4892663,9.789E+12,13300,EBS 제작팀.김종명 엮음,쿠폰북,20091116,"14,800","13,320",740점,11897,자기계발
17,국내도서,엄마를 부탁해,2727875,9.78894E+12,3810,신경숙 지음,창비,20081024,"15,000","13,500",750점,83358,소설/시/희곡
18,국내도서,내일은 실험왕 13,6510851,9.78894E+12,77400,"곰돌이 co., 홍종현",미래엔아이세움,20100305,"11,800","10,620",590점,5577,어린이
19,국내도서,1Q84 1,4342463,9.78895E+12,4830,"무라카미 하루키 지음, 양윤옥 옮김",문학동네,20090825,"14,800","13,320",740점,47251,소설/시/희곡
20,국내도서,1Q84 2,4342497,9.78895E+12,4830,"무라카미 하루키 지음, 양윤옥 옮김",문학동네,20090908,"14,800","13,320",740점,41269,소설/시/희곡
21,국내도서,오두막 편지,874108,9.78896E+12,3810,법정 지음,이레,20070107,"9,800","8,820",490점,10655,종교/역학
22,국내도서,박철범의 하루 공부법,5985043,9.78896E+12,43040,박철범 지음,다산에듀,20091215,"12,000","10,800",600점,15539,청소년
23,국내도서,꿈꾸는 다락방,917877,9.78897E+12,3320,이지성 지음,국일미디어(국일출판사),20070521,"13,500","12,150",670점,47671,자기계발
24,국내도서,맑고 향기롭게,655491,9.789E+12,3810,법정(法頂) 지음,조화로운삶(위즈덤하우스),20060529,"12,000","10,800",600점,4815,종교/역학
25,국내도서,홀로 사는 즐거움,490695,9.78895E+12,3810,법정(法頂) 지음,샘터사,20040601,"9,800","8,820",490점,8405,종교/역학
26,국내도서,시원스쿨 기초 영어법,4264543,9.7889E+12,13740,이시원 지음,엘도라도,20090729,"13,000","11,700",650점,15450,외국어
27,국내도서,아이의 사생활,4266601,9.78895E+12,13590,EBS 아이의 사생활 제작팀 지음,지식채널,20090729,"16,800","15,120",840점,23194,좋은부모
