순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,해리 포터와 죽음의 성물 1 (무선),998985,9.78898E+12,4840,"조앤 K. 롤링 지음, 최인자 옮김",문학수첩,20071115,"8,500","7,650",420점,11359,소설/시/희곡
2,국내도서,시크릿,927185,9.78895E+12,3320,"론다 번 지음, 김우열 옮김",살림Biz,20070622,"16,800","15,120",840점,99565,자기계발
3,국내도서,친절한 복희씨,988059,9.78893E+12,3810,박완서 지음,문학과지성사,20071012,"14,000","12,600",700점,13414,소설/시/희곡
4,국내도서,리버 보이,999466,9.78899E+12,3830,"팀 보울러 지음, 정해영 옮김",놀(다산북스),20071020,"9,000","8,100",450점,19046,청소년
5,국내도서,1일 30분,993874,9.78896E+12,3320,"후루이치 유키오 지음, 이진원 옮김",이레,20071030,"11,000","9,900",550점,7200,자기계발
6,국내도서,포르토벨로의 마녀,983581,9.78895E+12,3890,"파울로 코엘료 지음, 임두빈 옮김",문학동네,20071011,"13,000","11,700",650점,8358,소설/시/희곡
7,국내도서,나쁜 사마리아인들,988614,9.78896E+12,3320,"장하준 지음, 이순희 옮김",부키,20071010,"14,000","12,600",700점,42710,경제경영
8,국내도서,바리데기,935745,9.78894E+12,3810,황석영 지음,창비,20070713,"17,000","15,300",850점,21607,소설/시/희곡
9,국내도서,즐거운 나의 집,1004914,9.78897E+12,3810,공지영 지음,푸른숲,20071123,"9,800","8,820",490점,18347,소설/시/희곡
10,국내도서,88만원 세대,965726,9.789E+12,3300,우석훈.박권일 지음,레디앙,20070801,"15,000","13,500",750점,14097,사회과학
11,국내도서,샘에게 보내는 편지,981536,9.78895E+12,3840,"대니얼 고틀립 지음, 이문재.김명희 옮김",문학동네,20070918,"13,000","11,700",650점,10842,에세이
12,국내도서,대한민국 2030 재테크 독하게 하라,983427,9.78899E+12,13320,김민수.이광배 지음,미르북스,20070918,"3,300","2,970",160점,5372,경제경영
