순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
"1","국내도서","평생 성적, 초등 4학년에 결정된다","505105","9788995547601","03000","김강일.김명옥 지음","예담","20040715","9,800","8,820","490점","14741","좋은부모"
"2","국내도서","연금술사","307361","9788982814471","03890","파울로 코엘료 지음, 최정수 옮김","문학동네","20011201","12,000","10,800","600점","83199","소설/시/희곡"
"3","국내도서","그 남자네 집","522515","9788972752943","03810","박완서 지음","현대문학","20041023","9,000","8,100","450점","5549","소설/시/희곡"
"4","국내도서","설득의 심리학","376342","9788950905224","13320","로버트 치알디니 지음, 이현우 옮김","21세기북스","20020930","12,000","10,800","600점","45506","자기계발"
"5","국내도서","바람의 열두 방향","523224","9788952737915","04840","어슐러 K. 르 귄 지음, 최용준 옮김","시공사","20041027","11,000","9,900","550점","2383","소설/시/희곡"
"6","국내도서","따뜻한 카리스마","504844","9788957575826","03810","이종선 지음","랜덤하우스코리아","20040716","12,000","10,800","600점","6987","경제경영"
"7","국내도서","별들의 들판","521224","9788936436803","03810","공지영 지음","창비","20041026","15,000","13,500","750점","2697","소설/시/희곡"
"8","국내도서","호밀밭의 파수꾼","279711","9788937460470","04840","J.D. 샐린저 지음, 공경희 옮김","민음사","20010530","8,000","7,200","400점","55877","소설/시/희곡"
"9","국내도서","천사와 악마 1","517718","9788957590768","04840","댄 브라운 지음, 양선아 옮김","북스캔(대교북스캔)","20040930","8,800","7,920","440점","8178","소설/시/희곡"
"10","국내도서","피아노 치는 여자","156145","9788982810886","03850","엘프리데 옐리네크 지음, 이병애 옮김","문학동네","19971120","8,000","7,200","400점","2126","소설/시/희곡"
"11","국내도서","500원으로 밑반찬 만들기","522409","9788931430356","13590","신진원 지음","영진.com(영진닷컴)","20041020","8,800","7,920","440점","4374","요리/살림"
"12","국내도서","체 게바라 평전","225000","9788939203822","03860","장 코르미에 지음, 김미선 옮김","실천문학사","20000321","12,000","10,800","600점","10126","역사"
"13","국내도서","칭찬은 고래도 춤추게 한다","395888","9788950905507","13320","켄 블랜차드 외 지음, 조천제 옮김","21세기북스","20030114","10,000","9,000","500점","29039","경제경영"
"14","국내도서","세계를 제패한 서인혁의 성공 신화","521277","9788946414938","03810","김문영 지음","샘터사","20041001","9,000","8,100","450점","125","에세이"
"15","국내도서","2,000원으로 밥상차리기","440625","9788931426243","13590","김용환 지음","영진.com(영진닷컴)","20031115","8,800","7,920","440점","28490","요리/살림"
"16","국내도서","인간 + DVD 세트","524514","9788932905815","","베르나르 베르베르 지음, 이세욱 옮김","열린책들","20041123","8,800","7,920","440점","1875","소설/시/희곡"
"17","국내도서","공부 9단 오기 10단","507184","9788934969242","03810","박원희 지음","김영사","20040724","13,800","12,420","690점","6451","청소년"
"18","국내도서","세상의 중심에서 사랑을 외치다","443468","9788990054203","04830","카타야마 쿄이치 지음, 안중식 옮김","지식여행","20031210","5,900","5,310","290점","5566","소설/시/희곡"
"19","국내도서","진주 귀고리 소녀","429839","9788982180576","03840","트레이시 슈발리에 지음, 양선아 옮김","강","20030825","9,500","8,550","470점","8930","소설/시/희곡"
"20","국내도서","한국을 버려라","522126","9788935205790","03320","이성용 지음","청림출판","20041025","10,000","9,000","500점","396","경제경영"
"21","국내도서","선물","448034","9788957572184","03800","스펜서 존슨 지음, 형선호 옮김","랜덤하우스코리아","20031215","8,500","7,650","420점","22594","자기계발"
