순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,시크릿,927185,9.78895E+12,3320,"론다 번 지음, 김우열 옮김",살림Biz,20070622,"16,800","15,120",840점,99565,자기계발
2,국내도서,한권으로 읽는 조선왕조실록,527081,9.7889E+12,4900,박영규 지음,웅진지식하우스,20041118,"18,000","16,200",900점,31126,역사
3,국내도서,마시멜로 이야기 2,1017785,9.78895E+12,3320,"호아킴 데 포사다.엘렌 싱어 지음, 공경희 옮김",한국경제신문,20071217,"12,000","10,800",600점,18712,자기계발
4,국내도서,리버 보이,999466,9.78899E+12,3830,"팀 보울러 지음, 정해영 옮김",놀(다산북스),20071020,"9,000","8,100",450점,19046,청소년
5,국내도서,몰입 : 인생을 바꾸는 자기 혁명,1020939,9.78893E+12,3320,황농문 지음,랜덤하우스코리아,20071210,"18,000","16,200",900점,40608,자기계발
6,국내도서,4시간,1863464,9.78896E+12,3320,"티모시 페리스 지음, 최원형 옮김",부키,20080312,"13,800","12,420",690점,5045,자기계발
7,국내도서,즐거운 나의 집,1004914,9.78897E+12,3810,공지영 지음,푸른숲,20071123,"9,800","8,820",490점,18347,소설/시/희곡
8,국내도서,10원으로 배우는 경제이야기,332939,9.78898E+12,73320,"나탈리 토르지만 외 글, 이브 칼라르누 그림, 조용희 옮김",풀과바람(영교출판),20020307,"9,000","8,100",450점,19894,어린이
9,국내도서,틀려도 괜찮아,622788,9.78899E+12,77830,"마키타 신지 지음, 하세가와 토모코 그림, 유문조 옮김",토토북,20060215,"13,000","11,700",650점,42424,어린이
10,국내도서,책 먹는 여우,301709,9.78893E+12,73850,"프란치스카 비어만 지음, 김경연 옮김",주니어김영사,20011015,"13,000","11,700",650점,64556,어린이
11,국내도서,네이티브는 쉬운 영어로 말한다 : 일상회화 편,1005084,9.78896E+12,3740,박수진 지음,길벗이지톡,20071129,"9,800","8,820",490점,8734,외국어
12,국내도서,감사의 힘,1706930,9.78896E+12,3320,"데보라 노빌 지음, 김용남 옮김",위즈덤하우스,20080130,"11,000","9,900",550점,6056,자기계발
13,국내도서,술 취한 코끼리 길들이기,1026896,9.78896E+12,3840,"아잔 브라흐마 지음, 류시화 옮김",이레,20080110,"11,000","9,900",550점,7729,에세이
14,국내도서,우리들의 일그러진 영웅,109939,9.78899E+12,73810,이문열 지음,다림,19981224,"9,000","8,100",450점,43109,어린이
15,국내도서,마시멜로 이야기,593297,9.78895E+12,7889475254,"호아킴 데 포사다 외 지음, 정지영 외 옮김",한국경제신문,20051030,"10,000","9,000",500점,60566,자기계발
16,국내도서,"20대, 공부에 미쳐라",1702422,9.78893E+12,3320,"나카지마 다카시 지음, 김활란 옮김",랜덤하우스코리아,20080125,"8,000","7,200",400점,3438,자기계발
17,국내도서,내몸 다이어트 설명서,1707624,9.78893E+12,3510,"마이클 로이젠.메멧 오즈 지음, 박용우 옮김",김영사,20080220,"16,800","15,120",840점,4444,건강/취미
18,국내도서,내일은 실험왕 6,1942155,9.78894E+12,77400,"곰돌이 co. 지음, 홍종현 그림, 박완규.(주)사이언피아 감수",미래엔아이세움,20080318,"11,800","10,620",590점,5358,어린이
19,국내도서,사랑하기 때문에,1016309,9.78898E+12,3860,"기욤 뮈소 지음, 전미연 옮김",밝은세상,20071203,"9,800","8,820",490점,9044,소설/시/희곡
20,국내도서,존 아저씨의 꿈의 목록,1711047,9.789E+12,73840,"존 고다드 지음, 임경현 옮김, 이종옥 그림",글담어린이,20080301,"13,000","11,700",650점,24821,어린이
21,국내도서,"이원복 교수의 와인의 세계, 세계의 와인 1",1025160,9.78893E+12,17590,이원복 글.그림,김영사,20071224,"11,900","10,710",590점,8294,만화
22,국내도서,해커스 토익 Listening (책 + CD 1장) (테이프 별매) (Hackers TOEIC Listening),642820,9.78899E+12,18740,David Cho 지음,해커스어학연구소(Hackers),20060420,"18,800","16,920",940점,12978,외국어
23,국내도서,건방진 우리말 달인,1712271,9.78899E+12,3040,엄민용 지음,다산초당(다산북스),20080222,"12,000","10,800",600점,2036,인문학
24,국내도서,친절한 복희씨,988059,9.78893E+12,3810,박완서 지음,문학과지성사,20071012,"14,000","12,600",700점,13414,소설/시/희곡
