순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,눈먼 자들의 도시,388981,9.78897E+12,3890,"주제 사라마구 지음, 정영목 옮김",해냄,20021120,"14,500","13,050",720점,32429,소설/시/희곡
2,국내도서,당신의 조각들,2697270,9.78895E+12,3810,타블로 지음,달,20081016,"17,800","16,020",890점,7602,소설/시/희곡
3,국내도서,엄마를 부탁해,2727875,9.78894E+12,3810,신경숙 지음,창비,20081024,"15,000","13,500",750점,83358,소설/시/희곡
4,국내도서,신 1 (반양장),2775985,9.78893E+12,4860,"베르나르 베르베르 지음, 이세욱 옮김",열린책들,20081120,"9,800","8,820",490점,15294,소설/시/희곡
5,국내도서,개밥바라기별,2365874,9.78895E+12,3810,황석영 지음,문학동네,20080801,"10,000","9,000",500점,21793,소설/시/희곡
6,국내도서,황금 물고기,173985,9.78898E+12,3860,"J.M.G. 르 클레지오 지음, 최수철 옮김",문학동네,19980130,"8,000","7,200",400점,5620,소설/시/희곡
7,국내도서,흐르는 강물처럼,2610076,9.78895E+12,3890,"파울로 코엘료 지음, 박경희 옮김",문학동네,20081014,"14,000","12,600",700점,10116,에세이
8,국내도서,나쁜 사마리아인들,988614,9.78896E+12,3320,"장하준 지음, 이순희 옮김",부키,20071010,"14,000","12,600",700점,42710,경제경영
9,국내도서,English Re-Start 세트 - 전3권 (Basic + Advanced 1 + Advanced 2 + 끝장노트),2599733,9.7889E+12,14740,Christine Gibson 외 지음,NEWRUN(뉴런),20080707,"29,000","26,100","1,450점",10164,외국어
10,국내도서,아름다운 마무리,2811362,9.789E+12,3810,법정(法頂) 지음,문학의숲,20081115,"11,500","10,350",570점,27068,에세이
11,국내도서,마지막 강의,2262172,9.78895E+12,3320,"랜디 포시.제프리 재슬로 지음, 심은우 옮김",살림,20080616,"16,000","14,400",800점,24938,자기계발
12,국내도서,내일은 실험왕 8,2721393,9.78894E+12,77400,"곰돌이 co. 지음, 홍종현 그림",미래엔아이세움,20081028,"11,800","10,620",590점,4894,어린이
13,국내도서,시크릿,927185,9.78895E+12,3320,"론다 번 지음, 김우열 옮김",살림Biz,20070622,"16,800","15,120",840점,99565,자기계발
14,국내도서,자본주의 역사 바로 알기,229355,9.78899E+12,3300,리오 휴버먼 지음,책벌레,20000415,"13,000","11,700",650점,9194,사회과학
15,국내도서,사랑해 사랑해 사랑해 (양장),859324,9.78899E+12,77840,"캐롤라인 제인 처치 그림, 버나뎃 로제티 슈스탁 글, 신형건 옮김",보물창고,20061220,"11,500","10,350",570점,60010,유아
