순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,파피용 (반양장),932602,9.78893E+12,,"베르나르 베르베르 지음, 전미연 옮김, 뫼비우스 그림",열린책들,20070711,"9,800","8,820",490점,12921,소설/시/희곡
2,국내도서,시크릿,927185,9.78895E+12,3320,"론다 번 지음, 김우열 옮김",살림Biz,20070622,"16,800","15,120",840점,99565,자기계발
3,국내도서,이기는 습관 1,908671,9.789E+12,3320,전옥표 지음,쌤앤파커스,20070417,"12,000","10,800",600점,29099,자기계발
4,국내도서,바리데기,935745,9.78894E+12,3810,황석영 지음,창비,20070713,"17,000","15,300",850점,21607,소설/시/희곡
5,국내도서,남한산성,906173,9.78896E+12,3810,김훈 지음,학고재,20070414,"13,000","11,700",650점,25034,소설/시/희곡
6,국내도서,커피프린스 1호점,673486,9.78896E+12,3810,이선미 지음,눈과마음(스쿨타운),20060721,"9,800","8,820",490점,4780,소설/시/희곡
7,국내도서,현근이의 자기주도 학습법,936522,9.78899E+12,13000,김현근 지음,예담,20070716,"12,000","10,800",600점,8272,청소년
8,국내도서,멘토,933028,9.78899E+12,13320,"스펜서 존슨 외 지음, 안진환 옮김",비즈니스북스,20070625,"10,000","9,000",500점,5706,자기계발
9,국내도서,신도 버린 사람들,929175,9.78893E+12,3840,"나렌드라 자다브 지음, 강수정 옮김",김영사,20070608,"14,500","13,050",720점,15986,사회과학
10,국내도서,리진 1,922945,9.78895E+12,4810,신경숙 지음,문학동네,20070530,"15,500","13,950",770점,8917,소설/시/희곡
11,국내도서,대한민국 개조론,937605,9.78897E+12,3340,유시민 지음,돌베개,20070711,"12,000","10,800",600점,3586,사회과학
12,국내도서,"대한민국 20대, 재테크에 미쳐라",814433,9.78896E+12,13320,정철진 지음,한즈미디어(한스미디어),20060928,"12,000","10,800",600점,18903,경제경영
13,국내도서,공중그네,536717,9.78896E+12,3830,"오쿠다 히데오 지음, 이영미 옮김",은행나무,20050115,"17,000","15,300",850점,47409,소설/시/희곡
14,국내도서,경청,914782,9.78896E+12,3320,조신영 외 지음,위즈덤하우스,20070502,"13,000","11,700",650점,20230,자기계발
15,국내도서,내 아이를 위한 사랑의 기술,899990,9.78895E+12,3180,"존 가트맨 지음, 남은영 감수",한국경제신문,20070415,"13,000","11,700",650점,18640,좋은부모
16,국내도서,사람을 얻는 기술,929945,9.78899E+12,13320,"레일 라운즈 지음, 임정재 옮김",토네이도,20070620,"12,000","10,800",600점,8137,자기계발
17,국내도서,마시멜로 이야기,593297,9.78895E+12,7889475254,"호아킴 데 포사다 외 지음, 정지영 외 옮김",한국경제신문,20051030,"10,000","9,000",500점,60566,자기계발
18,국내도서,생각의 탄생,905727,9.789E+12,3180,"로버트 루트번스타인 외 지음, 박종성 옮김",에코의서재,20070502,"27,500","24,750","1,370점",32178,인문학
19,국내도서,터키에서 보물찾기,927072,9.78894E+12,77900,"곰돌이 co. 지음, 강경효 그림",미래엔아이세움,20070530,"9,800","8,820",490점,5835,어린이
20,국내도서,사랑해 사랑해 사랑해 (양장),859324,9.78899E+12,77840,"캐롤라인 제인 처치 그림, 버나뎃 로제티 슈스탁 글, 신형건 옮김",보물창고,20061220,"11,500","10,350",570점,60010,유아
21,국내도서,오늘의 거짓말,942482,9.78893E+12,3810,정이현 지음,문학과지성사,20070719,"12,000","10,800",600점,3654,소설/시/희곡
22,국내도서,국사 시간에 세계사 공부하기,914522,9.7889E+12,44900,김정 지음,웅진주니어,20070411,"15,000","13,500",750점,13713,청소년
23,국내도서,청소부 밥,855310,9.78899E+12,3320,"토드 홉킨스 외 지음, 신윤경 옮김",위즈덤하우스,20061115,"13,000","11,700",650점,25706,자기계발
24,국내도서,사진과 그림으로 보는 한국사 편지 - 전5권,455237,9.7889E+12,,박은봉 지음,웅진주니어,20040119,"43,000","38,700","2,150점",18657,어린이
25,국내도서,살인의 해석,881222,9.78899E+12,3840,"제드 러벤펠드 지음, 박현주 옮김",비채,20070212,"13,000","11,700",650점,8556,소설/시/희곡
26,국내도서,수학 대소동,907946,9.78899E+12,73410,"코라 리 외 지음, 버지니아 그레이 외 그림, 박영훈 감수",다산어린이,20070416,"12,000","10,800",600점,4998,어린이
27,국내도서,가난하다고 꿈조차 가난할 수는 없다,651047,9.78896E+12,3810,김현근 지음,사회평론,20060518,"10,800","9,720",540점,14095,청소년
28,국내도서,배려,612023,9.78899E+12,3320,한상복 지음,위즈덤하우스,20060110,"13,000","11,700",650점,45257,자기계발
29,국내도서,지도 밖으로 행군하라,582818,9.78897E+12,3810,한비야 지음,푸른숲,20050908,"15,000","13,500",750점,49694,에세이
30,국내도서,스케치 쉽게 하기 - 기초 드로잉,905323,9.78897E+12,14650,김충원 지음,진선북스(진선출판사),20070406,"13,000","11,700",650점,19039,예술/대중문화
31,국내도서,내 영혼이 따뜻했던 날들,420216,9.78899E+12,3840,"포리스트 카터 지음, 조경숙 옮김",아름드리미디어,20030625,"9,000","8,100",450점,40986,소설/시/희곡
32,국내도서,안녕하세요 김주하입니다,930944,9.78893E+12,3810,김주하 지음,랜덤하우스코리아,20070702,"11,000","9,900",550점,2783,에세이
33,국내도서,강아지똥,4855,9.78899E+12,77810,"권정생 글, 정승각 그림",길벗어린이,19960401,"14,000","12,600",700점,70363,유아
34,국내도서,인생 수업,659130,9.78896E+12,3840,"엘리자베스 퀴블러-로스 외 지음, 류시화 옮김",이레,20060606,"18,000","16,200",900점,57831,에세이
35,국내도서,까막눈 삼디기,239574,9.7889E+12,74810,"원유순 글, 이현미 그림",웅진주니어,20070709,"9,500","8,550",470점,29323,어린이
36,국내도서,딸은 세상의 중심으로 키워라,917833,9.78895E+12,3370,"마츠나가 노부후미 지음, 이수경 옮김",21세기북스,20070511,"10,000","9,000",500점,5312,좋은부모
37,국내도서,내몸 사용설명서,894764,9.78893E+12,3510,"마이클 로이젠.메멧 오즈 지음, 유태우 옮김",김영사,20070325,"13,000","11,700",650점,10893,건강/취미
