Rank,BName,BName_sub,ItemId,Author,Author_mul,Publshr,Pdate,RglPrice,SlsPrice,SalesPoint,Category,Sorce
346.0,너에게 닿기를 25,,79158138,시이나 카루호,False,대원씨아이(만화),2016-03-09,4800,4320,3031.0,만화,2016년4월3주
856.0,2016 위포트 SKCT SK종합역량검사,(최신기출유형 + 실전모의고사),79163255,조영욱.배영표.위포트 연구소,False,기타 출판사,2016-03-09,20000,18000,66.0,수험서/자격증,2016년4월3주
621.0,나무 수업,,74920326,페터 볼레벤,True,위즈덤하우스,2016-03-10,13500,12150,4266.0,과학,2016년4월3주
325.0,비상경보기,,74920348,강신주,False,기타 출판사,2016-03-10,19500,17550,1202.0,인문학,2016년4월3주
927.0,삶의 끝에서,,74920498,다비드 메나셰,True,문학동네,2016-03-10,13800,12420,859.0,에세이,2016년4월3주
872.0,"디어 존, 디어 폴",,74920678,폴 오스터.J. M. 쿳시,True,열린책들,2016-03-10,13800,12420,488.0,에세이,2016년4월3주
871.0,내면 보고서,,74920694,폴 오스터,True,열린책들,2016-03-10,13800,12420,545.0,에세이,2016년4월3주
684.0,2016 SKCT SK그룹 종합역량검사 종합편,,76065088,SD적성검사연구소,False,시대고시기획,2016-03-10,20000,18000,124.0,수험서/자격증,2016년4월3주
485.0,2016 공단기 행정법각론,,78031343,전효진,False,에스티앤북스(ST&BOOKS),2016-03-10,26000,26000,470.0,수험서/자격증,2016년4월3주
452.0,2016 위종욱 사회 실전동형모의고사,,78263356,위종욱,False,에스티앤북스(ST&BOOKS),2016-03-10,15000,15000,430.0,수험서/자격증,2016년4월3주
919.0,2016 홍석수학 실전동형모의고사,,78265205,장홍석,False,에스티앤북스(ST&BOOKS),2016-03-10,13000,13000,227.0,수험서/자격증,2016년4월3주
512.0,심리학으로 읽는 그리스 신화,,78320540,김상준,False,기타 출판사,2016-03-10,14000,12600,4096.0,인문학,2022년5월2주
468.0,"기억나지 않음, 형사",,78321295,찬호께이,True,기타 출판사,2016-03-10,12800,11520,1958.0,소설/시/희곡,2016년4월3주
860.0,2016 공단기 국어 실전동형모의고사,,78331697,김영준.김병태,False,에스티앤북스(ST&BOOKS),2016-03-10,16000,16000,397.0,수험서/자격증,2016년4월3주
24.0,2016 선재국어 나침판 실전모의고사 Vol.1,,78495290,이선재,False,에스티앤북스(ST&BOOKS),2016-03-10,18000,18000,3819.0,수험서/자격증,2016년4월3주
643.0,2016 현용수 과학 실전동형모의고사,,78495368,현용수,False,에스티앤북스(ST&BOOKS),2016-03-10,17000,17000,266.0,수험서/자격증,2016년4월3주
38.0,2016 해동한국사 X-FILE 실전동형모의고사,,78526339,신영식,False,에스티앤북스(ST&BOOKS),2016-03-10,15000,15000,1470.0,수험서/자격증,2016년4월3주
753.0,변변찮은 마술강사와 금기교전 1,,78712173,히츠지 타로,True,디앤씨미디어(주)(D&C미디어),2016-03-10,6800,6120,2546.0,소설/시/희곡,2016년4월3주
983.0,데이트 어 라이브 앙코르 4,,78712207,타치바나 코우시,True,디앤씨미디어(주)(D&C미디어),2016-03-10,6800,6120,2064.0,소설/시/희곡,2016년4월3주
302.0,이 멋진 세계에 축복을! 5,,78712517,아카츠키 나츠메,True,디앤씨미디어(주)(D&C미디어),2016-03-10,6800,6120,4796.0,소설/시/희곡,2016년4월3주
281.0,나는 고작 한번 해봤을 뿐이다,,79128489,김민태,False,위즈덤하우스,2016-03-10,12800,11520,1085.0,자기계발,2016년4월3주
751.0,흉가,,79163511,미쓰다 신조,True,기타 출판사,2016-03-10,13800,12420,1310.0,소설/시/희곡,2016년4월3주
917.0,일그러진 사랑의 시소게임,,79165098,카시마 치아키,False,현대지능개발사,2016-03-10,5500,4950,723.0,만화,2016년4월3주
617.0,"플리즈 메리 미 Please, marry me",,79165231,히도 테이,False,현대지능개발사,2016-03-10,5500,4950,609.0,만화,2016년4월3주
19.0,"세월호, 그날의 기록",,79172542,진실의 힘 세월호 기록팀,False,기타 출판사,2016-03-10,25000,22500,3926.0,사회과학,2016년4월3주
201.0,2016 고종훈 한국사 동형모의고사 season 1,,79185912,고종훈,False,기타 출판사,2016-03-10,10000,9000,1252.0,수험서/자격증,2016년4월3주
322.0,레고 어떻게 무너진 블록을 다시 쌓았나,,79225919,데이비드 로버트슨.빌 브린,True,해냄,2016-03-10,16800,15120,835.0,경제경영,2016년4월3주
616.0,지역사회간호학,,79560194,한국간호과학회 지역사회간호학회,False,기타 출판사,2016-03-10,22000,22000,460.0,수험서/자격증,2016년4월3주
406.0,소드 아트 온라인 프로그레시브 4,,79239914,카와하라 레키,True,서울문화사,2016-03-11,8000,7200,1808.0,소설/시/희곡,2016년4월3주
440.0,햇빛이 들린다,,79647892,후미노 유키,True,기타 출판사,2016-03-11,8000,7200,1630.0,만화,2016년4월3주
675.0,비둘기피리 꽃,,79690907,미야베 미유키,True,기타 출판사,2016-03-11,12000,10800,430.0,소설/시/희곡,2016년4월3주
361.0,2016 손진숙 KISS 영어 실전 독해,,79170737,손진숙,False,기타 출판사,2016-03-12,25000,22500,555.0,수험서/자격증,2016년4월3주
808.0,초판본 님의 침묵 - 전2권,(초판본 + 필사책),78528723,한용운,False,기타 출판사,2016-03-14,9800,8820,562.0,소설/시/희곡,2016년4월3주
392.0,2016 해커스 CJ 종합적성검사 CAT.CJAT,,78832980,해커스잡 취업교육연구소,False,기타 출판사,2016-03-14,17600,15840,346.0,수험서/자격증,2016년4월3주
391.0,Zootopia 주토피아,(영어원서 + 워크북 + 오디오북 MP3 CD + 한글번역 PDF파일),79029273,Suzanne Francis,True,기타 출판사,2016-03-14,13500,12150,3804.0,외국어,2016년4월3주
451.0,나 홀로 제주,,79049305,장은정,False,기타 출판사,2016-03-14,13000,11700,648.0,여행,2016년4월3주
59.0,나쁜 페미니스트,,79080609,록산 게이,True,기타 출판사,2016-03-14,15800,14220,19748.0,사회과학,2016년7월3주
854.0,타나카군은 항상 나른해 1,,79479516,우다 노조미,False,학산문화사(만화),2016-03-14,5500,4950,642.0,만화,2016년4월3주
252.0,편안하고 사랑스럽고 그래,,79605413,퍼엉,False,예담,2016-03-14,13800,12420,6714.0,에세이,2016년4월3주
418.0,가능세계,,80234101,백은선,False,문학과지성사,2016-03-14,12000,10800,3051.0,소설/시/희곡,2016년4월3주
179.0,공부할 권리,,74920449,정여울,False,민음사,2016-03-15,16500,14850,1957.0,인문학,2016년4월3주
124.0,너를 놓아줄게,,77365526,클레어 맥킨토시,True,기타 출판사,2016-03-15,14800,13320,3094.0,소설/시/희곡,2016년4월3주
556.0,2016 선우빈 선우한국사 파이널 동형모의고사,,78338195,선우빈,False,기타 출판사,2016-03-15,12000,10800,440.0,수험서/자격증,2016년4월3주
69.0,2016 민준호 사회 실전동형모의고사,,78738475,민준호,False,에스티앤북스(ST&BOOKS),2016-03-15,16000,16000,1524.0,수험서/자격증,2016년4월3주
282.0,초판본 정지용 시집,,78813190,정지용,False,기타 출판사,2016-03-15,9800,8820,2809.0,소설/시/희곡,2016년4월3주
510.0,따끈따끈 밥 한공기 1,,79079847,타나,True,학산문화사(만화),2016-03-15,11000,9900,619.0,만화,2016년4월3주
857.0,무엇을 버릴 것인가,,79092889,유필화,False,비즈니스북스,2016-03-15,13800,12420,689.0,경제경영,2016년4월3주
720.0,원 아워 치즈 One-Hour Cheese,,79493446,클라우디아 루세로,True,기타 출판사,2016-03-15,15000,13500,277.0,요리/살림,2016년4월3주
58.0,핑거스미스,,79614154,세라 워터스,True,열린책들,2016-03-15,18800,16920,5820.0,소설/시/희곡,2016년7월3주
535.0,배트맨 6 : 야간 순찰,(뉴 52),79656455,스콧 스나이더,True,기타 출판사,2016-03-15,17500,15750,743.0,만화,2016년4월3주
975.0,저항의 미학 1,,80440493,페터 바이스,True,문학과지성사,2016-03-15,18000,16200,498.0,소설/시/희곡,2016년4월3주
417.0,십이야 5,,80924933,무류,False,기타 출판사,2016-03-15,13000,11700,871.0,만화,2016년4월3주
340.0,십이야 6,,80925107,무류,False,기타 출판사,2016-03-15,13000,11700,896.0,만화,2016년4월3주
30.0,필리버스터,,79175416,이김 편집부,False,기타 출판사,2016-03-16,33000,29700,3330.0,사회과학,2016년4월3주
562.0,집 없어도 땅은 사라,,79209196,전은규,False,기타 출판사,2016-03-16,18000,16200,1509.0,경제경영,2016년7월3주
534.0,호리미야 3,,79657852,HERO.OOZ,True,학산문화사(만화),2016-03-16,4500,4050,1258.0,만화,2016년4월3주
253.0,네가 길을 잃어버리지 않게,,79474385,파트릭 모디아노,True,문학동네,2016-03-17,12000,10800,834.0,소설/시/희곡,2016년4월3주
482.0,오렌지 5,,79726572,타카노 이치고,False,대원씨아이(만화),2016-03-17,5000,4500,974.0,만화,2016년4월3주
615.0,대분기,,80210530,케네스 포메란츠,True,기타 출판사,2016-03-17,38000,34200,944.0,역사,2016년4월3주
982.0,성공을 부르는 방 정리의 힘,,78724057,마스다 미츠히로,True,기타 출판사,2016-03-18,13000,11700,427.0,요리/살림,2016년4월3주
642.0,정아름의 핫바디 멘토링,,79298371,정아름,False,기타 출판사,2016-03-18,15000,13500,211.0,건강/취미,2016년4월3주
511.0,사서함 110호의 우편물,,79476997,이도우,False,시공사,2016-03-18,13000,11700,14945.0,소설/시/희곡,2019년1월3주
206.0,나는 생각이 너무 많아 생존편,,79685194,크리스텔 프티콜랭,True,기타 출판사,2016-03-18,18000,16200,3044.0,인문학,2016년4월3주
185.0,맞벌이 부자들,,79730718,김경필,False,다산북스,2016-03-18,15000,13500,725.0,경제경영,2016년4월3주
450.0,비만곰의 여신되기 다이어트,,79741184,홍옥,False,위즈덤하우스,2016-03-18,12000,10800,510.0,만화,2016년4월3주
449.0,그래픽노블 파리 코뮌,,79743457,자크 타르디,True,기타 출판사,2016-03-18,25000,22500,661.0,만화,2016년4월3주
721.0,2016 유두선 선국어 7.9급 적중모의고사,,78742524,유두선,False,기타 출판사,2016-03-20,14000,12600,146.0,수험서/자격증,2016년4월3주
85.0,2016 조은정 영어 실전동형모의고사,,79289423,조은정,False,에스티앤북스(ST&BOOKS),2016-03-20,16000,16000,1606.0,수험서/자격증,2016년4월3주
70.0,2016 전효진 행정법총론 파이널,,79289941,전효진,False,에스티앤북스(ST&BOOKS),2016-03-20,11000,11000,1670.0,수험서/자격증,2016년4월3주
970.0,광고로 읽는 미술사,,81236108,정장진,False,기타 출판사,2016-03-20,16800,15120,258.0,예술/대중문화,2016년4월3주
997.0,대한민국 무력 정치사,,74920318,존슨 너새니얼 펄트,True,기타 출판사,2016-03-21,15000,13500,578.0,역사,2016년4월3주
217.0,"하루 10분, 엄마놀이",,78785211,이임숙,False,기타 출판사,2016-03-21,12000,10800,2264.0,좋은부모,2016년4월3주
855.0,국가는 회사가 아니다,,79217129,폴 크루그먼,True,기타 출판사,2016-03-21,9000,8100,602.0,경제경영,2016년4월3주
804.0,출판의 미래,,79523009,장은수,False,기타 출판사,2016-03-21,15000,13500,459.0,사회과학,2016년4월3주
915.0,술의 세계사,,79601479,패트릭 E. 맥거번,True,기타 출판사,2016-03-21,22000,19800,385.0,역사,2016년4월3주
719.0,"논어, 학자들의 수다",,79604815,김시천,False,기타 출판사,2016-03-21,16000,14400,465.0,인문학,2016년4월3주
536.0,옆집의 나르시시스트,,79623808,제프리 클루거,True,문학동네,2016-03-21,16500,15680,648.0,인문학,2016년4월3주
471.0,왜 세계의 절반은 굶주리는가?,,79646753,장 지글러,True,기타 출판사,2016-03-21,12800,11520,36678.0,사회과학,2022년5월2주
112.0,빨강머리N,,79734523,최현정,False,기타 출판사,2016-03-21,13000,11700,2129.0,에세이,2016년7월3주
89.0,해커스 신토익 Reading,,79735132,데이빗 조 (David Cho),False,해커스어학연구소(Hackers),2016-03-21,18800,16920,12461.0,외국어,2016년7월3주
116.0,해커스 신토익 Listening,,79735801,데이빗 조 (David Cho),False,해커스어학연구소(Hackers),2016-03-21,18800,16920,10336.0,외국어,2016년7월3주
321.0,우리는 왜 위험한 것에 끌리는가,,79791021,리처드 스티븐스,True,기타 출판사,2016-03-21,16000,14400,814.0,인문학,2016년4월3주
163.0,한 번에 정리하는 2015-2016 개정법령,,79821675,신용한,False,메가스터디교육(공무원),2016-03-21,2000,1800,680.0,수험서/자격증,2016년4월3주
335.0,사장의 길,,79834054,서광원,False,기타 출판사,2016-03-21,16000,14400,960.0,자기계발,2016년4월3주
533.0,믹스 MIX 8,,80201911,아다치 미츠루,True,대원씨아이(만화),2016-03-21,5200,4680,1139.0,만화,2016년4월3주
554.0,한창때 남자아이와 그거,,80202221,사쿄 아야,False,대원씨아이(만화),2016-03-21,5500,4950,443.0,만화,2016년4월3주
251.0,역시 빵이 좋아!,,80206133,야마모토 아리,True,기타 출판사,2016-03-21,11000,9900,492.0,만화,2016년4월3주
487.0,원펀맨 One Punch Man 10,,80206882,ONE,True,대원씨아이(만화),2016-03-21,5000,4500,4809.0,만화,2016년7월3주
748.0,레드 로자,,80210678,케이트 에번스,True,기타 출판사,2016-03-21,16800,15120,783.0,사회과학,2016년4월3주
106.0,사법부,,80216029,한홍구,False,돌베개,2016-03-21,20000,18000,1380.0,사회과학,2016년4월3주
802.0,내가 왕바리새인입니다,,80241464,허운석,False,두란노,2016-03-21,12000,10800,2365.0,종교/역학,2016년4월3주
360.0,치과는 무서워,,80360843,정석찬,False,기타 출판사,2016-03-21,12000,10800,757.0,만화,2016년4월3주
528.0,장밋빛 연구와 꽃을 먹는 너,,81310952,빌리 발리발리,True,기타 출판사,2016-03-21,7000,6300,246.0,만화,2016년4월3주
995.0,의약에서 독약으로,,74920384,미켈 보쉬 야콥슨,True,기타 출판사,2016-03-22,25000,22500,398.0,건강/취미,2016년4월3주
807.0,신부이야기 8,,79554897,모리 카오루,False,대원씨아이(만화),2016-03-22,8000,7200,3628.0,만화,2016년7월3주
749.0,유녀전기 4,,79793671,카를로 젠,True,영상출판미디어(주),2016-03-22,11000,9900,2080.0,소설/시/희곡,2016년4월3주
805.0,KBS 한국어능력시험 11,,80239414,KBS 한국어진흥원,False,기타 출판사,2016-03-22,33000,33000,807.0,수험서/자격증,2016년7월3주
345.0,프레즌스,,79233217,에이미 커디,True,알에이치코리아(RHK),2016-03-23,18000,16200,721.0,자기계발,2016년4월3주
806.0,로봇의 부상,,79821676,마틴 포드,True,기타 출판사,2016-03-23,20000,18000,2671.0,경제경영,2016년7월3주
765.0,마음도 번역이 되나요,(선물용 특별판),80252160,엘라 프랜시스 샌더스,True,시공사,2016-03-23,13800,12420,956.0,에세이,2016년7월3주
852.0,새벽에 혼자 읽는 주역인문학 : 깨달음의 실천 편,,80276487,김승호,False,다산북스,2016-03-23,15000,13500,1350.0,인문학,2016년4월3주
507.0,다가시카시 3,,80339186,코토야마,False,대원씨아이(만화),2016-03-23,5000,4500,555.0,만화,2016년4월3주
911.0,나비 Nabi 20,,80339358,김연주,False,대원씨아이(만화),2016-03-23,5500,4950,419.0,만화,2016년4월3주
55.0,하이큐!! 18,,80339419,후루다테 하루이치,False,대원씨아이(만화),2016-03-23,5000,4500,5411.0,만화,2016년4월3주
632.0,렛츠 하이큐 1,,80339488,레츠,True,대원씨아이(만화),2016-03-23,4800,4320,3149.0,만화,2016년7월3주
976.0,러브히나 애장판 2,,80358143,아카마츠 켄,False,학산문화사(만화),2016-03-23,9000,8100,313.0,만화,2016년4월3주
725.0,홀,,80773184,편혜영,False,문학과지성사,2016-03-23,13000,11700,4243.0,소설/시/희곡,2016년7월3주
806.0,글로리데이,,78781261,원보람,True,기타 출판사,2016-03-24,11800,10620,1001.0,소설/시/희곡,2016년4월3주
419.0,북유럽 빵빠라빵 여행,,80206715,야마모토 아리,True,기타 출판사,2016-03-24,11000,9900,343.0,만화,2016년4월3주
107.0,내 방 여행하는 법,,80206962,그자비에 드 메스트르,True,기타 출판사,2016-03-24,12000,10800,1534.0,인문학,2016년4월3주
245.0,요루와 아사의 노래,,80353424,하라다,False,현대지능개발사,2016-03-24,5500,4950,1567.0,만화,2016년4월3주
800.0,"괜찮아, 사랑이야 1",,80374523,노희경,False,기타 출판사,2016-03-24,12000,10800,461.0,소설/시/희곡,2016년4월3주
851.0,샌드위치 교과서,,80412139,사카타 아키코,True,기타 출판사,2016-03-24,13000,11700,305.0,요리/살림,2016년4월3주
672.0,위치헌터 18,,80416385,조정만,False,대원씨아이(만화),2016-03-24,5000,4500,436.0,만화,2016년4월3주
579.0,밤을 걷는 선비 14,,80421679,조주희,True,서울미디어코믹스(서울문화사),2016-03-24,6000,5400,721.0,만화,2016년4월3주
969.0,중동의 눈으로 본 예수,,80421683,케네스 E. 베일리,True,기타 출판사,2016-03-24,33000,29700,3345.0,종교/역학,2016년7월3주
50.0,또라이들의 시대,,80432727,알렉사 클레이.키라 마야 필립스,True,기타 출판사,2016-03-24,15000,13500,1256.0,경제경영,2016년4월3주
850.0,전쟁일기,,80501694,루트비히 비트겐슈타인,True,기타 출판사,2016-03-24,18000,16200,519.0,인문학,2016년4월3주
513.0,만주 모던,,74920475,한석정,False,문학과지성사,2016-03-25,28000,25200,2700.0,역사,2016년4월3주
972.0,체체파리의 비법,,74920686,제임스 팁트리 주니어,True,기타 출판사,2016-03-25,14800,13320,1818.0,소설/시/희곡,2016년7월3주
584.0,퍼니!,,77116375,존 라세터,True,기타 출판사,2016-03-25,18000,16200,885.0,예술/대중문화,2016년4월3주
588.0,열심히 하지 않습니다,,78313996,사노 요코,True,기타 출판사,2016-03-25,13800,12420,3386.0,에세이,2016년7월3주
979.0,초판본 하늘과 바람과 별과 시,,79166775,윤동주,False,기타 출판사,2016-03-25,7700,6930,729.0,소설/시/희곡,2016년4월3주
978.0,감시와 처벌,,79490815,미셸 푸코,True,기타 출판사,2016-03-25,23000,20700,2638.0,인문학,2016년4월3주
148.0,지금 당신의 차례가 온다면,,79791160,세스 고딘,True,한국경제신문,2016-03-25,14000,12600,860.0,경제경영,2016년4월3주
508.0,2016 에듀스 SK그룹 종합적성검사 실전문제분석,,79835237,에듀스 부설연구소,False,기타 출판사,2016-03-25,20000,18000,156.0,수험서/자격증,2016년4월3주
633.0,크리피,,80199551,마에카와 유타카,True,기타 출판사,2016-03-25,13500,12150,639.0,소설/시/희곡,2016년7월3주
614.0,수어사이드 스쿼드 1 : 난장판,(뉴 52),80250447,아담 글래스,True,기타 출판사,2016-03-25,12000,10800,856.0,만화,2016년4월3주
580.0,배트맨 7 : 엔드 게임,(뉴 52),80336495,스콧 스나이더,True,기타 출판사,2016-03-25,14000,12600,1324.0,만화,2016년4월3주
343.0,커피 한 잔 할까요? 4,,80373434,허영만.이호준,False,위즈덤하우스,2016-03-25,11000,9900,1001.0,만화,2016년4월3주
639.0,아침식사의 문화사 Breakfast,,80439578,헤더 안트 앤더슨,True,기타 출판사,2016-03-25,22000,19800,427.0,인문학,2016년4월3주
177.0,인간이 버린 사랑,,80440400,이이체,False,문학과지성사,2016-03-25,12000,10800,1632.0,소설/시/희곡,2016년4월3주
333.0,달력 이야기,,80802197,니시오 이신,True,기타 출판사,2016-03-25,12000,10800,1347.0,소설/시/희곡,2016년4월3주
742.0,거짓말쟁이의 하트,,81074599,Saori Nobana,False,기타 출판사,2016-03-25,4800,4320,172.0,만화,2016년4월3주
159.0,골격을 바로 잡고 뭉친 근육을 풀어주는 코어 프로그램,,331403,페기 W. 브릴 & 제랄드 S. 코즌,True,기타 출판사,2016-03-28,16000,14400,4643.0,건강/취미,2002년8월3주
76.0,여자는 허벅지,,79738159,다나베 세이코,True,바다출판사,2016-03-28,12800,11520,1078.0,에세이,2016년4월3주
344.0,너는 나에게 상처를 줄 수 없다 Gift Set,,79790169,배르벨 바르데츠키,True,기타 출판사,2016-03-28,20000,18000,2058.0,인문학,2016년4월3주
674.0,블루 러스트 Blue Lust 1,,79804740,히나코,False,기타 출판사,2016-03-28,5500,4950,577.0,만화,2016년4월3주
673.0,거기 있어 줘,,80258111,이노,False,기타 출판사,2016-03-28,9500,8550,575.0,소설/시/희곡,2016년4월3주
745.0,작가의 시작,,80551477,바바라 애버크롬비,True,기타 출판사,2016-03-28,13000,11700,321.0,인문학,2016년4월3주
612.0,아머,,80742201,존 스티클리,True,기타 출판사,2016-03-28,15800,14220,336.0,소설/시/희곡,2016년4월3주
578.0,빨강머리 백설공주 13,,80749168,아키즈키 소라타,False,서울미디어코믹스(서울문화사),2016-03-28,4500,4050,913.0,만화,2016년4월3주
798.0,지.디펜드 G.Defend 46,,80749315,모리모토 슈,False,서울미디어코믹스(서울문화사),2016-03-28,4500,4050,440.0,만화,2016년4월3주
902.0,거대한 단절,,81334800,피터 왓슨,True,기타 출판사,2016-03-28,38000,34200,294.0,인문학,2016년4월3주
856.0,세상을 움직이는 수학개념 100,,74920870,라파엘 로젠,True,기타 출판사,2016-03-29,15000,13500,2001.0,과학,2016년7월3주
118.0,우리는 어째서 이토록,,79805632,곽정은,False,기타 출판사,2016-03-29,14000,12600,938.0,에세이,2016년4월3주
640.0,크리스탈 로드 3,,80203132,마술사 D,False,디앤씨미디어(주)(D&C미디어),2016-03-29,10000,9000,276.0,소설/시/희곡,2016년4월3주
96.0,몽화,,80203675,권비영,False,기타 출판사,2016-03-29,13800,12420,920.0,소설/시/희곡,2016년4월3주
319.0,보이게 일하라,,80285139,김성호,False,쌤앤파커스,2016-03-29,15000,13500,1747.0,경제경영,2016년4월3주
334.0,말할 수 없는 남매 1,,80743423,윌로우,False,기타 출판사,2016-03-29,15000,13500,1140.0,만화,2016년4월3주
457.0,무궁무진한 김밥의 맛,,80757253,레시피팩토리 라이브러리,False,기타 출판사,2016-03-29,8800,7920,1432.0,요리/살림,2016년7월3주
611.0,다 그렇게 산대요,,80795186,정순재,True,기타 출판사,2016-03-29,13500,12150,313.0,에세이,2016년4월3주
849.0,언니의 결혼 8,,80801719,니시 케이코,True,학산문화사(만화),2016-03-29,8000,7200,250.0,만화,2016년4월3주
316.0,월간순정 노자키 군 7,,80801986,츠바키 이즈미,False,학산문화사(만화),2016-03-29,5500,4950,4084.0,만화,2016년7월3주
220.0,월간순정 노자키 군 TV 애니메이션 팬북,,80802116,츠바키 이즈미,False,학산문화사(만화),2016-03-29,13000,11700,1372.0,만화,2016년4월3주
63.0,월간순정 노자키 군 공식 팬북,,80802382,츠바키 이즈미,False,학산문화사(만화),2016-03-29,9500,8550,2941.0,만화,2016년4월3주
797.0,자각몽과 유체이탈의 모든 것,,80813219,미하일 라두가,True,기타 출판사,2016-03-29,25000,22500,1281.0,인문학,2016년4월3주
341.0,죽기 전에 시 한 편 쓰고 싶다,,80899613,나태주,False,기타 출판사,2016-03-29,15000,13500,592.0,에세이,2016년4월3주
371.0,2016 강민성 한국사 공무원 기출 문제집,,81510171,강민성,False,기타 출판사,2016-03-29,33000,29700,339.0,수험서/자격증,2016년4월3주
622.0,"군주의 거울, 키루스의 교육",,74920319,김상근,False,21세기북스,2016-03-30,23000,20700,918.0,인문학,2016년4월3주
110.0,블러드 온 스노우,,74920624,요 네스뵈,True,기타 출판사,2016-03-30,11800,10620,979.0,소설/시/희곡,2016년4월3주
768.0,날씨의 맛,,74920770,알랭 코르뱅,True,기타 출판사,2016-03-30,16800,15120,961.0,역사,2016년7월3주
853.0,초판본 땅속 나라의 앨리스,,80257541,루이스 캐럴,False,기타 출판사,2016-03-30,13000,11700,582.0,소설/시/희곡,2016년4월3주
912.0,나는 무관심을 증오한다,,80334139,안토니오 그람시,True,바다출판사,2016-03-30,15000,13500,498.0,사회과학,2016년4월3주
505.0,나만이 없는 거리 6,,80431913,산베 케이,True,㈜소미미디어,2016-03-30,5000,4500,953.0,만화,2016년4월3주
717.0,이세계 마법은 뒤떨어졌다! 4,,80432346,히츠지 가메이,True,㈜소미미디어,2016-03-30,7000,6300,506.0,소설/시/희곡,2016년4월3주
221.0,"오늘 이 길, 맑음",,80482028,정지영,True,기타 출판사,2016-03-30,15000,13500,217.0,여행,2016년4월3주
638.0,당신의 세상에서 1,,80487881,문언희,False,기타 출판사,2016-03-30,9000,8100,190.0,소설/시/희곡,2016년4월3주
671.0,당신의 세상에서 2,,80488153,문언희,False,기타 출판사,2016-03-30,9000,8100,187.0,소설/시/희곡,2016년4월3주
908.0,"미운 네 살, 듣기 육아법",,80488839,와쿠다 미카,True,길벗,2016-03-30,14000,12600,453.0,좋은부모,2016년4월3주
328.0,우리사이느은 2,,80763015,이연지,False,기타 출판사,2016-03-30,15000,13500,1465.0,만화,2016년4월3주
764.0,2017 윤우혁 헌법 - 전2권,,80886036,윤우혁,False,에스티앤북스(ST&BOOKS),2016-03-30,40000,40000,669.0,수험서/자격증,2016년7월3주
715.0,협박연애 5,,80891687,NZ,True,디앤씨미디어(주)(D&C미디어),2016-03-30,6800,6120,346.0,소설/시/희곡,2016년4월3주
631.0,명탐정 코난 88,,80912717,아오야마 고쇼,False,서울미디어코믹스(서울문화사),2016-03-30,4500,4050,1895.0,만화,2016년7월3주
162.0,마음청소,,80934263,우에니시 아키라,True,기타 출판사,2016-03-30,14000,12600,1166.0,자기계발,2016년4월3주
905.0,모네가 사랑한 정원,,80941876,데브라 N. 맨코프,True,기타 출판사,2016-03-30,18000,16200,550.0,예술/대중문화,2016년4월3주
388.0,학원 베이비시터즈 10,,81056281,토케이노 하리,True,서울미디어코믹스(서울문화사),2016-03-30,4500,4050,1030.0,만화,2016년4월3주
669.0,가뿐하게 읽는 나쓰메 소세키,,81245829,오쿠이즈미 히카루,True,기타 출판사,2016-03-30,13000,11700,325.0,에세이,2016년4월3주
509.0,신의 이름은 자비입니다,,79221694,프란치스코 교황.안드레아 토르니엘리,True,기타 출판사,2016-03-31,12000,10800,546.0,종교/역학,2016년4월3주
537.0,초판본 님의 침묵,(브랜뉴 에디션),79301188,한용운,False,기타 출판사,2016-03-31,5600,5040,1360.0,소설/시/희곡,2016년4월3주
68.0,초판본 님의 침묵,(빈티지 에디션),79301848,한용운,False,기타 출판사,2016-03-31,5600,5040,1850.0,소설/시/희곡,2016년4월3주
83.0,오늘부터 가벼워지는 삶,,80214416,기시미 이치로,True,위즈덤하우스,2016-03-31,14800,13320,958.0,자기계발,2016년4월3주
801.0,만능 유아식 레시피,,80250079,김주연,False,기타 출판사,2016-03-31,9500,8550,674.0,요리/살림,2016년4월3주
718.0,논논비요리 7,,80366095,앗토,True,기타 출판사,2016-03-31,7000,6300,519.0,만화,2016년4월3주
747.0,논논비요리 8,,80366153,앗토,True,기타 출판사,2016-03-31,7000,6300,529.0,만화,2016년4월3주
405.0,초판본 이상선집,,80394454,이상,False,기타 출판사,2016-03-31,8000,7200,747.0,소설/시/희곡,2016년4월3주
439.0,긁지 않은 복권,,80427030,박샛별,False,기타 출판사,2016-03-31,10000,9000,537.0,소설/시/희곡,2016년4월3주
151.0,지적 리딩을 위한 필수 영단어 1100 WORDS you need to know,,80441083,머레이 브룸버그.멜빈 고든,True,윌북,2016-03-31,19800,17820,4721.0,외국어,2016년7월3주
481.0,더 타임스 세계사,(스페셜 에디션),80441338,리처드 오버리,True,기타 출판사,2016-03-31,56000,50400,1128.0,역사,2016년4월3주
329.0,새로운 계급투쟁,,80474125,슬라보예 지젝,True,기타 출판사,2016-03-31,13000,11700,821.0,인문학,2016년4월3주
906.0,옛날 종이 인형 놀이,,80504461,달곰미디어 기획팀,False,기타 출판사,2016-03-31,11500,8050,1289.0,건강/취미,2016년7월3주
907.0,인디애나 블루스,,80795972,마이클 르윈,True,기타 출판사,2016-03-31,12000,10800,268.0,소설/시/희곡,2016년4월3주
298.0,언짢은 남친을 달래는 법,,80908126,사쿄 아야,False,현대지능개발사,2016-03-31,5500,4950,588.0,만화,2016년4월3주
670.0,효율적 이타주의자,,80941375,피터 싱어,True,21세기북스,2016-03-31,16000,14400,403.0,사회과학,2016년4월3주
