BName,BName_sub,ItemId,Author,Author_mul,Publshr,Pdate,RglPrice,SlsPrice,SalesPoint,Category
"[3963    2  743    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],678933,1716,True,40,2006-08-11,12000,10800,5156.0,[18  0  0  0  0]
"[ 219   21  105   28 3963 4744    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],678935,1468,True,40,2006-08-11,9800,8820,6484.0,[18  0  0  0  0]
"[ 80  54 306 211   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],365564,425,False,0,2006-09-01,38000,36100,1540.0,[10  1 11  0  0]
"[3534  849   39  459   80   54  632  116  166    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],416194,1326,False,0,2006-09-05,29000,29000,1247.0,[10  1 11  0  0]
"[ 107 1474    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],79617,2534,True,0,2006-09-05,25000,25000,2425.0,[154 121   1 159 161]
"[290   2 566  28 113 600  40 120  31   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],211073,75,False,0,2006-09-08,12000,10800,11371.0,[98  0  0  0  0]
"[6185  627  306    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],687953,2141,True,0,2006-09-15,8000,7200,3425.0,[4 1 3 1 5]
"[142 367   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],688116,861,False,0,2006-09-15,12000,10800,13181.0,[35 13 41  0  0]
"[1023  778    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],688548,772,True,0,2006-09-19,9800,8820,9481.0,[4 1 3 1 5]
"[6941    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],688183,2048,False,51,2006-09-20,9000,8100,3721.0,[4 1 3 1 5]
"[2509 3184    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],690422,1056,True,13,2006-09-30,15000,13500,3756.0,[4 1 3 1 5]
"[105 935   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],529053,401,False,51,2006-10-02,11000,9900,14621.0,[18  0  0  0  0]
"[ 48  60 281 767 917   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]","[  8 194 257 914 672   9   8 517   9   8 304  29 318 261   9   0   0   0
   0   0   0   0   0   0   0]",828450,3,False,6,2006-10-04,16900,15210,6929.0,[20  0  0  0  0]
"[109   2 278   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],831435,129,True,0,2006-10-20,10000,9000,11293.0,[15  0  0  0  0]
"[ 341 1146   96  336   82   39    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],855952,676,False,20,2006-11-13,12000,10800,12283.0,[15  0  0  0  0]
"[1872  721    2 5239    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],858352,1278,False,9,2006-11-22,9800,8820,8027.0,[24 26  0  0  0]
"[1524  579 5313  123    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],859911,277,False,10,2006-11-25,28000,25200,10515.0,[15  0  0  0  0]
"[ 863 5823  729  234    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],306768,2528,False,20,2006-11-27,9800,8820,2439.0,[18  0  0  0  0]
"[359 222 253   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],219295,1320,True,0,2006-11-29,11000,9900,6443.0,[43  1 44  0  0]
"[1065 2489   63 1774 1371    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],860166,954,True,0,2006-12-01,29000,27550,11771.0,[22  0  0  0  0]
"[4015   71   37    6  255  558 5923   12    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],276970,0,True,0,2006-12-20,10000,9000,915.0,[57  1 64  0  0]
"[2536    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],870950,45,True,0,2006-12-20,19900,17910,135834.0,[22  0  0  0  0]
"[136  54 306 211 724   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],433180,425,False,0,2006-12-25,38000,36100,2160.0,[10  1 11  0  0]
"[844  83  27  42  93  33   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]","[  8 434   9   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0]",2696468,112,False,19,2007-01-01,138000,124200,7102.0,[4 1 3 1 5]
"[ 662  253  106   19   53  496  253 3389  128    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],869542,264,False,0,2007-01-03,10000,9000,42433.0,[51  0  0  0  0]
"[2508    2 3105   14    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],249462,240,True,13,2007-01-10,13800,12420,2821.0,[4 1 3 1 5]
"[1585  870  352    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],369417,1309,False,0,2007-01-15,25000,23750,843.0,[154 121   1 159 161]
"[2150 1076  506 3907    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],875025,385,False,20,2007-01-15,13000,11700,5128.0,[15  0  0  0  0]
"[441   2 278   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],876935,300,True,20,2007-01-19,25000,22500,9891.0,[15  0  0  0  0]
"[7187 8223  724    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],91809,0,False,0,2007-01-20,30000,30000,905.0,[154 121   1 159 161]
"[2887  925   27   42   29   33    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],2631006,0,False,0,2007-01-22,9000,8100,47.0,[43  1 44  0  0]
"[623 345  90   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],879705,0,True,0,2007-01-25,12000,10800,418.0,[18  0  0  0  0]
"[  49   34 1227  452  141 1432   90   12    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],881607,1277,True,0,2007-01-31,16000,14400,8031.0,[22  0  0  0  0]
"[ 142   28   36    6 3186   53   74  633    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],882497,895,True,0,2007-01-31,18500,16650,12770.0,[35 13 41  0  0]
"[1197  477    2  328   13  739  122   52   88   13  328   50    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],883403,237,True,0,2007-02-05,9000,8100,19778.0,[18  0  0  0  0]
"[8527  254    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],69835,2163,True,0,2007-02-07,33000,29700,3382.0,[55  1 59 58  0]
"[1663    7  342    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],287447,1879,False,0,2007-02-10,12000,10800,2229.0,[43  1 44  0  0]
"[5445 3088 1107    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],884858,635,True,3,2007-02-12,15000,13500,5330.0,[4 1 3 1 5]
"[1605  254    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],454564,0,False,0,2007-02-20,45000,45000,487.0,[154 121   1 159 161]
"[ 48  60 281 786 917   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]","[   8  194  257 1625  672    9    8  517    9    8  118   30  318   12
  360    9    0    0    0    0    0    0    0    0    0]",887641,3,False,6,2007-02-22,18800,16920,4042.0,[20  0  0  0  0]
"[515   2 515   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],892201,1158,True,0,2007-02-27,15000,13500,9082.0,[55  1 59 58  0]
"[ 48  60 281 264 917   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]","[  8 194 257 220 672   9   8 517   9   8 229 284   9   0   0   0   0   0
   0   0   0   0   0   0   0]",891474,3,False,6,2007-03-06,18800,16920,5289.0,[20  0  0  0  0]
"[ 230  107    2 2106   13 3783  176  115    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],894530,146,True,0,2007-03-12,9800,8820,41005.0,[32 22  0  0  0]
"[739  87  37 276 147 349   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],452764,562,True,0,2007-03-20,13000,11700,9896.0,[15  0  0  0  0]
"[ 939 2056    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],900126,378,False,0,2007-03-20,14000,12600,16053.0,[43  1 44  0  0]
"[4832 4580 7758    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],895020,1316,False,0,2007-03-28,8900,8010,7690.0,[7 0 0 0 0]
"[2753  402   85   19   39   27  224 1090    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],905323,644,False,0,2007-04-06,13000,11700,19098.0,[55  1 59 58  0]
"[ 150   28 2088   74   94 5181  115    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],905982,160,True,0,2007-04-10,9800,8820,15163.0,[4 1 3 1 5]
"[114 186  40 263 106  19  39   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],914522,840,False,0,2007-04-11,15000,13500,13719.0,[51  0  0  0  0]
"[  36    6 6920    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],249275,2332,True,0,2007-04-17,8500,7650,2909.0,[57  1 64  0  0]
"[174   2 991   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],905727,402,True,0,2007-05-02,27500,24750,32178.0,[15  0  0  0  0]
"[1480   21 5056    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],344596,3379,True,0,2007-05-04,10000,9000,1153.0,[15  0  0  0  0]
"[ 525  138  507 1476   39    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]","[   8  632   27 3498  165  394    9    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0]",366247,1694,True,22,2007-05-15,19000,17100,3517.0,[98  0  0  0  0]
"[ 744 3048    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],926459,113,True,0,2007-05-18,14000,12600,41021.0,[51  0  0  0  0]
"[7710 4732   51  135    2  251    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],916635,1386,True,0,2007-05-20,12800,11520,7065.0,[51  0  0  0  0]
"[258   2 576   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],924518,798,True,0,2007-05-20,8500,7650,10970.0,[51  0  0  0  0]
"[ 736    6 2745    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],917877,72,False,0,2007-05-21,13500,12150,47671.0,[24 26  0  0  0]
"[1274    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],927890,178,False,14,2007-06-08,10000,9000,16176.0,[24 26  0  0  0]
"[1981 1298  614   84 5691   27  363   95    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],933372,2150,False,25,2007-06-10,22000,19800,3404.0,[20  0  0  0  0]
"[415 719 502   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],930427,2400,False,22,2007-06-15,15000,13500,2736.0,[35 13 41  0  0]
"[647   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],927185,104,True,0,2007-06-22,16800,15120,99461.0,[24 26  0  0  0]
"[5103 8488 6417   39    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],169042,503,True,0,2007-06-28,14000,12600,18379.0,[4 1 3 1 5]
"[ 449   25 2413  105   50   12    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],941927,0,False,0,2007-06-29,2000,2000,619.0,[43  1 44  0  0]
"[  81  130    2  454 5504    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],937237,41,False,0,2007-07-01,14000,12600,9223.0,[51  0  0  0  0]
"[1117  282 2169 1228    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],941739,1117,True,0,2007-07-05,19500,17550,9520.0,[35 13 41  0  0]
"[4922   23    2   24 1294  714  123    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],936522,1239,False,51,2007-07-16,12000,10800,8272.0,[51  0  0  0  0]
"[1513  573    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],961983,0,True,0,2007-07-18,9000,8100,648.0,[35 13 41  0  0]
"[317  94 881 125   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],946590,58,True,10,2007-07-20,29000,26100,21974.0,[22  0  0  0  0]
"[4759   28  373   70 2031    2 6147   28 4473   23 7354    6  600    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],364463,2841,False,0,2007-07-23,14500,13050,1837.0,[98  0  0  0  0]
"[4494   28 1033    2 7961   34  543   31    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],946917,3022,True,0,2007-07-24,18000,16200,1571.0,[22  0  0  0  0]
"[1812  356    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],945949,9,True,0,2007-07-25,13500,12150,3964.0,[4 1 3 1 5]
"[230  36   6 167  34 109  19 176   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]","[  8 163   9   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0]",964118,90,True,0,2007-08-01,12000,10800,24219.0,[4 1 3 1 5]
"[6541    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],967830,534,True,7,2007-08-10,14000,12600,23510.0,[51  0  0  0  0]
"[ 48  60  77 583 188   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]","[  8 194 173 638 188   9   8 331 398 254   9   0   0   0   0   0   0   0
   0   0   0   0   0   0   0]",977996,3,False,6,2007-09-03,14900,13410,28234.0,[20  0  0  0  0]
"[1524 7845 5643    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],975795,277,False,0,2007-09-07,12800,11520,5986.0,[15  0  0  0  0]
"[7038    2 2733  714  123    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],982219,1145,False,0,2007-09-10,11800,10620,2489.0,[51  0  0  0  0]
"[ 580  902  142   37   82   94  132    6 1742  719  502    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],983315,2201,True,0,2007-09-20,15000,13500,3287.0,[35 13 41  0  0]
"[2483    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],224720,2837,False,0,2007-09-27,69000,69000,1849.0,[20  0  0  0  0]
"[ 258   23   74    6 1027    6 1483   52   88  268    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],978133,304,False,0,2007-09-28,10000,9000,11246.0,[24 26  0  0  0]
"[1513 8519 4227    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],988614,110,True,0,2007-10-10,14000,12600,42710.0,[16 17  0  0  0]
"[4492 6405 7478   96    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],993541,3093,True,0,2007-10-15,8900,8010,1482.0,[4 1 3 1 5]
"[3980  325    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],999466,338,True,0,2007-10-20,9000,8100,19046.0,[51  0  0  0  0]
"[2230    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1000152,13,False,7,2007-10-30,12000,10800,57521.0,[4 1 3 1 5]
"[2653  328   50   25  108  106    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1000810,148,True,9,2007-10-30,13800,12420,12966.0,[18  0  0  0  0]
"[ 594   50   13 4815   40   37  120  319   31    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]","[  8 129 104   9   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0]",304685,996,True,3,2007-10-31,10000,9000,10474.0,[4 1 3 1 5]
"[704 345 251   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1011162,652,True,0,2007-11-15,12000,10800,10981.0,[32 22  0  0  0]
"[ 61 314   2 139   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0   0   0   0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1002280,727,True,0,2007-11-19,7500,6750,15552.0,[20  0  0  0  0]
"[1106    2  690    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],201171,681,True,19,2007-11-20,16500,14850,10395.0,[15  0  0  0  0]
