순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),source
445.0,국내도서,두 번째 인생은 이세계에서 1,81544654,9791157103423,4830.0,"마인 지음, 정선옥 옮김, 카보차 그림",㈜소미미디어,2016-04-12,9500,8550,470점,493.0,소설/시/희곡,2016년4월3주
666.0,국내도서,낙연 - 상,81682969,9791131942635,4810.0,박소연 지음,루체,2016-04-12,12000,10800,600점,149.0,소설/시/희곡,2016년4월3주
711.0,국내도서,낙연 - 하,81683239,9791131942642,4810.0,박소연 지음,루체,2016-04-12,12000,10800,600점,146.0,소설/시/희곡,2016년4월3주
78.0,국내도서,해커스 토익 실전 1000제 1 Reading 해설집 (문제집 별매),81728456,9788965421795,13740.0,해커스어학연구소 지음,해커스어학연구소(Hackers),2016-04-12,17900,16110,890점,6334.0,외국어,2016년7월3주
664.0,국내도서,연애의 공정성 10,81735587,9791133417162,7830.0,이그린 지음,대원씨아이(만화),2016-04-12,5500,4950,270점,146.0,만화,2016년4월3주
500.0,국내도서,오늘은 회사 쉬겠습니다 10,81735650,9791133417841,7830.0,후지무라 마리 지음,대원씨아이(만화),2016-04-12,4800,4320,240점,272.0,만화,2016년4월3주
634.0,국내도서,집주인은 사춘기 1,81735733,9791133417285,7830.0,미나세 루루우 지음,대원씨아이(만화),2016-04-12,6500,5850,320점,175.0,만화,2016년4월3주
499.0,국내도서,사랑하는 나의 엄마에게 1,81753239,9788966071487,7810.0,안나보니따 글.그림,거북이북스,2016-04-12,13800,12420,690점,359.0,만화,2016년4월3주
900.0,국내도서,인연이네요 2,81503436,9791131942666,4830.0,"노자키 마도 지음, 구자용 옮김, 토베 스나호 그림",영상출판미디어(주),2016-04-13,9800,8820,490점,128.0,소설/시/희곡,2016년4월3주
176.0,국내도서,낙제기사의 영웅담 6,81544919,9791157103430,4830.0,"미소라 리쿠 지음, 온 그림, 정우주 옮김",㈜소미미디어,2016-04-14,7000,6300,350점,531.0,소설/시/희곡,2016년4월3주
903.0,국내도서,이지 유럽 2016,81558151,9791185831190,14980.0,고영웅 외 지음,피그마리온(Pygmalion),2016-04-14,23000,20700,"1,150점",897.0,여행,2016년7월3주
316.0,국내도서,사랑에 빠져줘,81848059,9788927044796,7830.0,나츠미즈 리츠 지음,현대지능개발사,2016-04-14,5500,4950,270점,247.0,만화,2016년4월3주
498.0,국내도서,댄싱 컬러즈,81848161,9788927044932,7830.0,후루카와 타스쿠 지음,현대지능개발사,2016-04-14,5500,4950,270점,157.0,만화,2016년4월3주
218.0,국내도서,잠자는 남자와 사랑남,81848474,9788927044949,7830.0,자리야 란마루 지음,현대지능개발사,2016-04-14,5500,4950,270점,749.0,만화,2016년4월3주
550.0,국내도서,카사네 7,81881456,9791125646495,7650.0,마츠우라 다루마 지음,학산문화사(만화),2016-04-14,4500,4050,220점,402.0,만화,2016년4월3주
792.0,국내도서,UQ HOLDER 9,81881740,9791125649489,7650.0,아카마츠 켄 지음,학산문화사(만화),2016-04-14,4500,4050,220점,171.0,만화,2016년4월3주
275.0,국내도서,장정훈 경찰학개론 최신기출문제,54486997,9791155061800,13350.0,장정훈 지음,도서출판웅비,2016-04-15,18000,16200,900점,1428.0,수험서/자격증,2016년4월3주
910.0,국내도서,작은 집 디자인 도감,80412843,9788964942482,13610.0,"미미 제이거 지음, 김예원 옮김",보누스,2016-04-15,13800,12420,690점,497.0,요리/살림,2016년4월3주
200.0,국내도서,종이 한 장으로 요약하는 기술,80475956,9788940291894,3320.0,"아사다 스구루 지음, 서경원 옮김",시사일본어사,2016-04-15,12000,10800,600점,1751.0,자기계발,2016년4월3주
973.0,국내도서,나는 미친 결혼을 해버렸다,80971143,9791170260813,3180.0,김성은 지음,팜파스,2016-04-15,13000,11700,650점,108.0,인문학,2016년4월3주
147.0,국내도서,블랙 클로버 1,80972100,9791133417315,7830.0,타바타 유키 지음,대원씨아이(만화),2016-04-15,5000,4500,250점,831.0,만화,2016년4월3주
155.0,국내도서,블랙 클로버 2,80972576,9791133417322,7830.0,타바타 유키 지음,대원씨아이(만화),2016-04-15,5000,4500,250점,750.0,만화,2016년4월3주
169.0,국내도서,장범준 기타교실,80998198,9788967211080,93670.0,장범준 지음,삼호ETM,2016-04-15,18000,16200,900점,1439.0,예술/대중문화,2016년4월3주
637.0,국내도서,초판본 육사시집,81068778,9791195775408,3810.0,이육사 지음,모루와정,2016-04-15,8000,7200,400점,128.0,소설/시/희곡,2016년4월3주
212.0,국내도서,플리즈 비 마인,81269517,9791130006352,3810.0,박수정 지음,가하,2016-04-15,10000,9000,500점,334.0,소설/시/희곡,2016년4월3주
228.0,국내도서,2016 원형법 기출총정리,81275079,9791155062678,13360.0,김원욱 엮음,도서출판웅비,2016-04-15,31000,27900,"1,550점",549.0,수험서/자격증,2016년4월3주
474.0,국내도서,하브루타 질문 수업,81304726,9788969521071,4370.0,DR하브루타교육연구회 외 지음,경향BP,2016-04-15,13500,12150,670점,2643.0,사회과학,2016년7월3주
740.0,국내도서,책을 읽는 사람만이 손에 넣는 것,81304964,9791186805220,3020.0,"후지하라 가즈히로 지음, 고정아 옮김",비즈니스북스,2016-04-15,14000,12600,700점,1175.0,인문학,2016년4월3주
576.0,국내도서,빌리프,81466411,9791159609749,3810.0,주성우 지음,로코코,2016-04-15,9000,8100,450점,433.0,소설/시/희곡,2016년4월3주
845.0,국내도서,여자끼리니까 1,81527767,9788959197989,7830.0,모리시타 에미코 지음,애니북스,2016-04-15,11000,9900,550점,145.0,만화,2016년4월3주
340.0,국내도서,나를 사랑하지 않는 나에게,81546951,9788952776037,3180.0,박진영 지음,시공사,2016-04-15,14500,13050,720점,1877.0,인문학,2016년7월3주
221.0,국내도서,조선왕조실톡 3,81552825,9791186940099,4910.0,"무적핑크 지음, 와이랩(YLAB) 기획, 이한 해설",위즈덤하우스,2016-04-15,13000,11700,650점,5006.0,역사,2016년7월3주
240.0,국내도서,이후의 시간 1,81678951,9788928069354,4810.0,류재현 지음,마루&마야,2016-04-15,9000,8100,450점,204.0,소설/시/희곡,2016년4월3주
737.0,국내도서,노오력의 배신,81694074,9788936472863,3300.0,조한혜정.엄기호 외 지음,창비,2016-04-15,13800,12420,130점,1073.0,사회과학,2016년4월3주
549.0,국내도서,사카모토입니다만? 4,81929417,9791133417216,7830.0,"사노 나미 글.그림, 장지연 옮김",대원씨아이(만화),2016-04-15,4800,4320,240점,1416.0,만화,2016년4월3주
137.0,국내도서,이제는 질문이다,81935922,9791195247363,13320.0,신상훈 지음,북샾일공칠(book#107),2016-04-15,12800,11520,640점,1521.0,자기계발,2016년7월3주
761.0,국내도서,개와 늑대의 시간,82268430,9788932028583,3810.0,김경욱 지음,문학과지성사,2016-04-15,13000,11700,650점,565.0,소설/시/희곡,2016년7월3주
370.0,국내도서,2016 알기쉬운 정보보안기사 산업기사 실기 - 전2권,81910192,9791186814321,13000.0,정일영 외 엮음,탑스팟,2016-04-16,36000,32400,"1,800점",338.0,수험서/자격증,2016년4월3주
100.0,국내도서,"꾿빠이, 이상",74920741,9788954640152,3810.0,김연수 지음,문학동네,2016-04-17,13000,11700,650점,1958.0,소설/시/희곡,2016년4월3주
145.0,국내도서,나는 유령작가입니다,74920743,9788954640169,3810.0,김연수 지음,문학동네,2016-04-17,15000,13500,750점,1490.0,소설/시/희곡,2016년4월3주
136.0,국내도서,내가 아직 아이였을 때,74920747,9788954640145,3810.0,김연수 지음,문학동네,2016-04-17,13000,11700,650점,1036.0,소설/시/희곡,2016년4월3주
112.0,국내도서,밤은 노래한다,74920766,9788954640176,3810.0,김연수 지음,문학동네,2016-04-17,15000,13500,750점,1709.0,소설/시/희곡,2016년4월3주
696.0,국내도서,Q&A a Day for Moms : 꿈이 있는 엄마의 5년 이야기,80374182,9791158730451,14840.0,"포터 스타일 지음, 정지현 옮김",심야책방,2016-04-18,15800,14220,790점,2648.0,에세이,2016년7월3주
716.0,국내도서,TCG 일러스트 작법서 기본편,80499085,9788960881815,13000.0,노진.이민규 지음,아이생각(디지털북스),2016-04-18,28000,25200,"1,400점",1658.0,컴퓨터/모바일,2016년4월3주
968.0,국내도서,타나카군은 항상 나른해 2,81734483,9791125653905,7650.0,우다 노조미 지음,학산문화사(만화),2016-04-18,5500,4950,270점,623.0,만화,2016년4월3주
968.0,국내도서,무반죽 원 볼 베이킹,81752275,9791156160939,13590.0,고상진 지음,리스컴,2016-04-18,14000,12600,700점,660.0,요리/살림,2016년7월3주
844.0,국내도서,무민 손뜨개 인형,81893593,9791187100270,13590.0,문주희 지음,황금시간,2016-04-18,14000,12600,700점,843.0,건강/취미,2016년4월3주
120.0,국내도서,해커스 토익 실전 1000제 1 Listening 해설집 (문제집 별매),82059594,9788965421771,13740.0,해커스어학연구소 지음,해커스어학연구소(Hackers),2016-04-18,15900,14310,790점,4484.0,외국어,2016년7월3주
901.0,국내도서,문제아는 없고 문제 부모만 있습니다,82096510,9788953125384,3230.0,김양재 지음,두란노,2016-04-18,12000,10800,600점,1861.0,종교/역학,2016년7월3주
967.0,국내도서,회계는 어떻게 역사를 지배해왔는가,82124095,9788998614324,3900.0,"제이컵 솔 지음, 정해영 옮김, 전성호 부록",메멘토,2016-04-18,22000,19800,"1,100점",2232.0,역사,2016년7월3주
37.0,국내도서,시트러스 citrus 1,81686176,9791187266846,7830.0,"사부로우타 지음, 정효진 옮김",레진코믹스(레진엔터테인먼트),2016-04-19,7500,6750,370점,1182.0,만화,2016년4월3주
262.0,국내도서,그대를 사랑하나 봄 1,81733183,9791131570715,4810.0,로즈빈 지음,스칼렛,2016-04-19,9000,8100,450점,248.0,소설/시/희곡,2016년4월3주
268.0,국내도서,그대를 사랑하나 봄 2,81734236,9791131570722,4810.0,로즈빈 지음,스칼렛,2016-04-19,9000,8100,450점,245.0,소설/시/희곡,2016년4월3주
80.0,국내도서,방패 용사 성공담 13,81879430,9791131942703,4830.0,"아네코 유사기 지음, 박용국 옮김, 미나미 세이라 그림",영상출판미디어(주),2016-04-19,9800,8820,490점,1087.0,소설/시/희곡,2016년4월3주
463.0,국내도서,"엽견은 이날, 목 놓아 우노라 1",81880237,9791131942697,4830.0,"아직은풋사과 지음, 잡초 그림",영상출판미디어(주),2016-04-19,10000,9000,500점,245.0,소설/시/희곡,2016년4월3주
510.0,국내도서,현명한 초보 투자자,82134282,9788997453665,3320.0,"야마구치 요헤이 지음, 유주현 옮김",이콘,2016-04-19,12800,11520,640점,6443.0,경제경영,2016년7월3주
913.0,국내도서,2016 S-OIL 필기시험 생산직 채용,79807659,9791125422563,13320.0,SD적성검사연구소 지음,시대고시기획,2016-04-20,18000,16200,900점,65.0,수험서/자격증,2016년4월3주
246.0,국내도서,클라우스 슈밥의 제4차 산업혁명,80999699,9788962805901,3320.0,"클라우스 슈밥 지음, 송경진 옮김",메가스터디북스,2016-04-20,18000,16200,900점,14850.0,경제경영,2016년7월3주
402.0,국내도서,초판본 육사시집,81442434,9791185082363,4810.0,이육사 지음,그여름,2016-04-20,7500,6750,370점,476.0,소설/시/희곡,2016년4월3주
435.0,국내도서,프로토로 재테크하기 2016,81737579,9791195776801,13690.0,정상현 지음,이로츠,2016-04-20,17000,15300,850점,295.0,건강/취미,2016년4월3주
540.0,국내도서,"[신토익 대비] 토마토 TOEIC 실전 1000제 Listening (문제집, 해설집)",82060272,9791125311669,13740.0,능률영어교육연구소 외 지음,능률교육,2016-04-20,17000,15300,850점,1604.0,외국어,2016년7월3주
388.0,국내도서,"[신토익 대비] 토마토 TOEIC 실전 1000제 Reading (문제집, 해설집)",82060570,9791125311676,13740.0,능률영어교육연구소 외 지음,능률교육,2016-04-20,17000,15300,850점,4871.0,외국어,2016년7월3주
413.0,국내도서,약 안 쓰고 아이 키우기,82069240,9788967441654,13590.0,김효진 지음,에디터,2016-04-20,13800,12420,690점,2528.0,좋은부모,2016년7월3주
915.0,국내도서,한국실용글쓰기 2주끝장편,56485226,9788965728115,13710.0,정문 지음,에듀윌,2016-04-21,14000,12600,700점,2187.0,수험서/자격증,2016년7월3주
287.0,국내도서,지도로 읽는다 미스터리 세계사,81306670,9788994597669,4900.0,"역사미스터리클럽 지음, 안혜은 옮김, 김태욱 지도",이다미디어,2016-04-21,12500,11250,620점,1289.0,역사,2016년4월3주
843.0,국내도서,별거 아닌 운명,81929190,9791158102005,3810.0,김제이 지음,봄출판사(봄미디어),2016-04-21,9000,8100,450점,268.0,소설/시/희곡,2016년4월3주
663.0,국내도서,그랑블루 판타지 1,81952772,9791157103508,4830.0,"하세가와 미야비 지음, 한신남 옮김, Cygames 그림",㈜소미미디어,2016-04-21,7000,6300,350점,309.0,소설/시/희곡,2016년4월3주
791.0,국내도서,용의 귀여운 일곱 아이 : 쿠이 료코 작품집,81953629,9791157103263,7830.0,"구이 료코 지음, 김완 옮김",㈜소미미디어,2016-04-21,7000,6300,350점,5269.0,만화,2016년4월3주
902.0,국내도서,2030년 학력 붕괴 시대의 내 아이가 살아갈 힘,82089296,9788996424765,3370.0,"텐게시로 지음, 장현주 옮김",오리진하우스,2016-04-21,13800,12420,690점,1353.0,좋은부모,2016년7월3주
694.0,국내도서,엄마의 돈 공부,82201884,9791130608105,13190.0,이지영 지음,다산3.0,2016-04-21,14000,12600,700점,1851.0,경제경영,2016년7월3주
355.0,국내도서,1년 만에 기억력 천재가 된 남자,82222609,9788901208220,3180.0,"조슈아 포어 지음, 류현 옮김",갤리온,2016-04-21,15000,13500,750점,3591.0,인문학,2016년7월3주
585.0,국내도서,부동산 투자 100문 100답,81393856,9788973434367,3320.0,박정수 지음,평단(평단문화사),2016-04-22,15000,13500,750점,1532.0,경제경영,2016년7월3주
122.0,국내도서,사랑도 처방이 되나요?,81705343,9788963712840,3810.0,최준서 지음,파란(파란미디어),2016-04-22,13000,11700,650점,560.0,소설/시/희곡,2016년4월3주
80.0,국내도서,틀리지 않는 법,74921141,9788932917658,3410.0,"조던 앨런버그 지음, 김명남 옮김",열린책들,2016-04-25,25000,22500,"1,250점",7920.0,과학,2016년7월3주
803.0,국내도서,2016 NCS 국민건강보험공단 필기시험 + 면접 한권으로 끝내기,79708809,9791125422624,13320.0,NCS직무능력연구소 엮음,시대고시기획,2016-04-25,22000,19800,"1,100점",175.0,수험서/자격증,2016년4월3주
641.0,국내도서,2016 NCS 국민건강보험공단 직업기초능력평가 최종점검 봉투모의고사 3회분 (행정직용),79709053,9791125422570,13320.0,NCS직무능력연구소 엮음,시대고시기획,2016-04-25,13000,11700,650점,107.0,수험서/자격증,2016년4월3주
971.0,국내도서,무빙 1~5 세트 - 전5권,81058167,9788960869264,7810.0,강풀 지음,위즈덤하우스,2016-04-25,80000,72000,"4,000점",3747.0,만화,2016년4월3주
552.0,국내도서,3D 캐릭터 모델링의 정석,81256585,9791186573068,1.0,"Chris Legaspi.3D Total Publishing 지음, 김홍 옮김",비엘북스,2016-04-25,35000,31500,"1,750점",606.0,컴퓨터/모바일,2016년4월3주
82.0,국내도서,직업으로서의 소설가,81267538,9788972757719,3830.0,"무라카미 하루키 지음, 양윤옥 옮김",현대문학,2016-04-25,16800,15120,840점,20799.0,에세이,2016년7월3주
215.0,국내도서,와카코와 술 5,81467822,9791170247951,17830.0,"신큐 치에 지음, 문기업 옮김",AK(에이케이)커뮤니케이션즈,2016-04-25,8000,7200,400점,863.0,만화,2016년4월3주
738.0,국내도서,영국 귀족의 생활,81468158,9791170247999,3920.0,"다나카 료조 지음, 김상호 옮김",AK(에이케이)커뮤니케이션즈,2016-04-25,14000,12600,700점,1277.0,역사,2016년4월3주
473.0,국내도서,백귀야행 24,81526108,9788952775979,7830.0,이마 이치코 지음,시공사(만화),2016-04-25,5000,4500,250점,2466.0,만화,2016년7월3주
134.0,국내도서,도로헤도로 Dorohedoro 20,81526154,9788952781987,7830.0,"하야시다 규 지음, 서현아 옮김",시공사(만화),2016-04-25,7000,6300,350점,1784.0,만화,2016년4월3주
606.0,국내도서,호크아이 Vol.1 : 인간병기,81748987,9788952775948,7840.0,"맷 프랙션 지음, 하비에르 풀리도 외 그림, 임태현 옮김",시공사(만화),2016-04-25,11000,9900,550점,450.0,만화,2016년4월3주
116.0,국내도서,후원에 핀 제비꽃 1~2 세트 - 전2권,81928138,9791126431465,4810.0,성혜림 지음,디앤씨북스(D&CBooks),2016-04-25,27000,25650,"1,350점",389.0,소설/시/희곡,2016년4월3주
961.0,국내도서,ETS 신토익 공식실전서 RC (리딩) 출제기관 독점 공개,82284710,9788917224764,1,ETS 지음,와이비엠,2016-04-25,10000,9000,500점,16230.0,외국어,2019년1월3주
150.0,국내도서,ETS 신토익 공식종합서 LC (리스닝) 출제기관 독점 공개,82285831,9788917224696,1.0,ETS 지음,와이비엠,2016-04-25,19800,17820,990점,6449.0,외국어,2016년7월3주
160.0,국내도서,ETS 신토익 공식종합서 RC (리딩) 출제기관 독점 공개,82286065,9788917224702,1.0,ETS 지음,와이비엠,2016-04-25,19800,17820,990점,6257.0,외국어,2016년7월3주
315.0,국내도서,ETS 신토익 공식입문서 LC (리스닝) 출제기관 독점 공개,82286705,9788917224719,1.0,ETS 지음,와이비엠,2016-04-25,14800,13320,740점,3280.0,외국어,2016년7월3주
288.0,국내도서,ETS 신토익 공식입문서 RC (리딩) 출제기관 독점 공개,82287263,9788917224726,1.0,ETS 지음,와이비엠,2016-04-25,14800,13320,740점,3057.0,외국어,2016년7월3주
896.0,국내도서,마이 페어리 테일 인 스크래치 북 : 그림이 아름다운 클래식 동화 12,82711245,8809486970034,1.0,이윤미 그림,스타일조선,2016-04-25,20000,10000,200점,1147.0,예술/대중문화,2016년7월3주
906.0,국내도서,ETS 신토익 공식실전서 LC (리스닝) 출제기관 독점 공개,82284576,9788917224757,1,ETS 지음,와이비엠,2016-04-26,10000,9000,500점,16504.0,외국어,2019년1월3주
851.0,국내도서,심야의 유감천만 사랑도감 1,82655375,9788926351215,47830.0,오자키 이라 지음,서울미디어코믹스(서울문화사),2016-04-26,5000,4500,250점,1271.0,만화,2016년7월3주
662.0,국내도서,나는 한 편의 극을 보았다 세트 - 전2권,81953642,9791132237075,4810.0,전유정 지음,와이엠북스(YMBooks),2016-04-27,25600,23040,"1,280점",337.0,소설/시/희곡,2016년4월3주
873.0,국내도서,익숙한 새벽 세시,72337463,9791186195451,3810.0,오지은 지음,이봄,2016-04-28,13500,12150,670점,2894.0,에세이,2016년4월3주
442.0,국내도서,재레드 다이아몬드의 나와 세계,74920713,9788934974376,3900.0,"재레드 다이아몬드 지음, 강주헌 옮김",김영사,2016-04-28,14800,13320,740점,2884.0,인문학,2016년7월3주
695.0,국내도서,"엄마, 내친김에 남미까지!",81912537,9791187292067,4810.0,태원준 지음,북로그컴퍼니,2016-04-28,15000,13500,750점,1439.0,여행,2016년7월3주
662.0,국내도서,여자들은 언제나 대단해,82660646,9791186195581,7830.0,"마스다 미리 지음, 박정임 옮김",이봄,2016-04-28,12000,10800,600점,1331.0,만화,2016년7월3주
741.0,국내도서,경제적 해자 실전 주식 투자법,81257858,9788994491448,3320.0,"헤더 브릴리언트.엘리자베스 콜린스 지음, 김상우 옮김",부크온(부크홀릭),2016-04-29,22000,19800,"1,100점",629.0,경제경영,2016년4월3주
486.0,국내도서,봄철 한정 딸기 타르트 사건,82704223,9788954640268,4830.0,"요네자와 호노부 지음, 김선영 옮김",엘릭시르,2016-04-29,13500,12150,670점,5995.0,소설/시/희곡,2016년7월3주
182.0,국내도서,1등의 습관,82816352,9788901212463,3320.0,"찰스 두히그 지음, 강주헌 옮김",알프레드,2016-04-29,22000,19800,"1,100점",3340.0,자기계발,2016년7월3주
721.0,국내도서,일본 가정식 도시락,82824650,9788962609714,13590.0,"요시이 시노부 지음, 남혜선 옮김",책읽는수요일,2016-04-29,16000,14400,800점,773.0,요리/살림,2016년7월3주
803.0,국내도서,쌩단기,83174518,9791186010471,13740.0,심우철 지음,심슨북스,2016-04-29,15000,13500,750점,692.0,수험서/자격증,2016년7월3주
175.0,국내도서,제3인류 5,74920931,9788932917665,4860.0,"베르나르 베르베르 지음, 이세욱 옮김",열린책들,2016-04-30,13800,12420,690점,3995.0,소설/시/희곡,2016년7월3주
504.0,국내도서,초판본 영랑시집,80922097,9791185082356,4810.0,김영랑 지음,그여름,2016-04-30,5500,4950,270점,925.0,소설/시/희곡,2016년4월3주
48.0,국내도서,미움받을 용기 2 (반양장),81236838,9791186560129,3180.0,"기시미 이치로.고가 후미타케 지음, 전경아 옮김",인플루엔셜(주),2016-04-30,14900,13410,740점,21262.0,인문학,2016년7월3주
2.0,국내도서,태양의 후예 Photo Essay,81309221,9788960869288,3810.0,"태양의 후예 문전사.NEW 지음, 임효선 사진, NEW",위즈덤하우스,2016-04-30,18000,16200,900점,3397.0,에세이,2016년4월3주
900.0,국내도서,한입에 주먹밥,82209717,9788969930101,14590.0,김봉경.최승봉 지음,수작걸다,2016-04-30,8800,7920,440점,2055.0,요리/살림,2016년7월3주
183.0,국내도서,제3인류 6,82540258,9788932917672,4860.0,"베르나르 베르베르 지음, 전미연 옮김",열린책들,2016-04-30,13800,12420,690점,3862.0,소설/시/희곡,2016년7월3주
537.0,국내도서,못 참는 아이 욱하는 부모,82078510,9788997396658,13590,오은영 지음,코리아닷컴(Korea.com),2016-05-01,16800,15120,840점,25042.0,좋은부모,2021년6월1주
264.0,국내도서,왕초보 영어회화 100일의 기적,82325836,9791157527731,13740,문성현 지음,넥서스,2016-05-01,12000,10800,600점,12498.0,외국어,2019년1월3주
561.0,국내도서,Re : 제로부터 시작하는 이세계 생활 Ex 2,82553161,9791131943588,4830.0,"나가츠키 탓페이 지음, 정홍식 옮김, 오츠카 신이치로 그림",영상출판미디어(주),2016-05-01,7000,6300,350점,2226.0,소설/시/희곡,2016년7월3주
735.0,국내도서,다이어트 불변의 법칙,82979295,9788995912430,13510,"하비 다이아몬드 지음, 강신원 옮김, 이의철 감수",사이몬북스,2016-05-01,13000,11700,650점,4724.0,건강/취미,2019년1월3주
605.0,국내도서,태자 1 (한정판),81924623,9788960526709,7820.0,"풍롱(風弄) 지음, 황풍 그림, 정도경 옮김",MM코믹스,2016-05-02,12000,10800,600점,158.0,만화,2016년4월3주
762.0,국내도서,레시피보다 중요한 100가지 요리 비결,82227164,9791186452127,13590.0,"쿠아야마 케이토 그림, 김혜선 옮김, 도요미츠 미오코 감수",숨쉬는책공장,2016-05-02,16000,14400,800점,1835.0,요리/살림,2016년7월3주
723.0,국내도서,파고다 신토익 기본 완성 LC (본서 + 해설서 + MP3 다운로드 + Actual Test 1회),82227612,9788962817164,14740.0,클레어 박 지음,파고다,2016-05-02,9900,8910,490점,530.0,외국어,2016년7월3주
899.0,국내도서,파고다 신토익 고득점 완성 LC (본서 + 해설서 + MP3 다운로드 + Actual Test 1회),82228796,9788962817201,14740.0,켈리 정.파고다교육그룹 언어교육연구소 지음,파고다,2016-05-02,9900,8910,490점,385.0,외국어,2016년7월3주
584.0,국내도서,파고다 신토익 기본 완성 RC (본서 + 해설서 + Actual Test 1회),82228883,9788962817171,14740.0,홍수림 지음,파고다,2016-05-02,9900,8910,490점,571.0,외국어,2016년7월3주
663.0,국내도서,파고다 신토익 고득점 완성 RC (본서 + 해설서 + Actual Test 1회),82229250,9788962817218,14740.0,라수진.파고다교육그룹 언어교육연구소 지음,파고다,2016-05-02,9900,8910,490점,425.0,외국어,2016년7월3주
693.0,국내도서,파고다 신토익 실력 완성 LC (본서 + 해설서 + MP3 다운로드 + Actual Test 1회),82229754,9788962817188,14740.0,켈리 정.에이프릴 김 지음,파고다,2016-05-02,9900,8910,490점,478.0,외국어,2016년7월3주
509.0,국내도서,파고다 신토익 실력 완성 RC (본서 + 해설서 + Actual Test 1회),82230161,9788962817195,14740.0,천성배.천성배 지음,파고다,2016-05-02,9900,8910,490점,559.0,외국어,2016년7월3주
455.0,국내도서,파고다 신토익 적중 실전 5회 LC 1 (본서 + 해설서 + MP3 다운로드),82231002,9788962817225,14740.0,롸연샘.파고다교육그룹 언어교육연구소 지음,파고다,2016-05-02,9900,8910,490점,812.0,외국어,2016년7월3주
339.0,국내도서,파고다 신토익 적중 실전 5회 RC 1 (본서 + 해설서),82231255,9788962817232,14740.0,롸연샘.파고다교육그룹 언어교육연구소 지음,파고다,2016-05-02,9900,8910,490점,939.0,외국어,2016년7월3주
722.0,국내도서,이탈리아 데이 (대형 지도 + 할인쿠폰 증정),82568244,9788994939520,13980.0,윤도영.박기남.곽정란 지음,TERRA(테라출판사),2016-05-02,18000,16200,900점,769.0,여행,2016년7월3주
354.0,국내도서,악스트 Axt 2016.5.6,83079273,,,악스트 편집부 엮음,은행나무,2016-05-02,2900,2610,140점,1630.0,소설/시/희곡,2016년7월3주
763.0,국내도서,사라진 왕국의 성,82207825,9788998791513,4830.0,"미야베 미유키 지음, 김소연 옮김",북스피어,2016-05-03,14000,12600,700점,1514.0,소설/시/희곡,2016년7월3주
898.0,국내도서,데이터가 뒤집은 공부의 진실,82271239,9791155091883,3590.0,"나카무로 마키코 지음, 유윤한 옮김",로그인,2016-05-03,13000,11700,650점,1033.0,좋은부모,2016년7월3주
895.0,국내도서,꽃도감,83000605,9788959759804,13630.0,"방현희 옮김, 몽소 플레르 감수",한즈미디어(한스미디어),2016-05-03,20000,18000,"1,000점",2494.0,건강/취미,2016년7월3주
963.0,국내도서,나만이 없는 거리 7,83158503,9791157103737,7830.0,"산베 케이 지음, 강동욱 옮김",㈜소미미디어,2016-05-04,5000,4500,250점,743.0,만화,2016년7월3주
54.0,국내도서,오만과 편견,83429973,9788937432873,4800.0,제인 오스틴 지음,민음사,2016-05-04,11000,9900,550점,4234.0,소설/시/희곡,2016년7월3주
53.0,국내도서,자기만의 방,83429976,9788937432897,4800.0,"버지니아 울프 지음, 이미애 옮김",민음사,2016-05-04,11000,9900,550점,4247.0,에세이,2016년7월3주
67.0,국내도서,폭풍의 언덕,83431495,9788937432880,4800.0,"에밀리 브론테 지음, 김종길 옮김",민음사,2016-05-04,11000,9900,550점,3657.0,소설/시/희곡,2016년7월3주
412.0,국내도서,그날의 파란 하늘 : 바닷마을 다이어리 7,82648573,9788959198030,7830.0,"요시다 아키미 지음, 조은하 옮김",애니북스,2016-05-06,8500,7650,420점,4265.0,만화,2016년7월3주
611.0,국내도서,어제 뭐 먹었어? 11,82705157,9791131305522,47830.0,"요시나가 후미 지음, 노미영 옮김",삼양출판사(만화),2016-05-06,5000,4500,250점,2026.0,만화,2016년7월3주
410.0,국내도서,부자의 집사,83575950,9791130608211,3320.0,"아라이 나오유키 지음, 김윤수 옮김",다산4.0,2016-05-06,14000,12600,700점,1392.0,경제경영,2016년7월3주
538.0,국내도서,난처한 미술 이야기 1,83404802,9788964358290,3600,양정무 지음,사회평론,2016-05-09,22000,19800,"1,100점",11465.0,인문학,2019년1월3주
732.0,국내도서,난처한 미술 이야기 2,83404892,9788964358306,3600,양정무 지음,사회평론,2016-05-09,22000,19800,"1,100점",9357.0,인문학,2019년1월3주
802.0,국내도서,시나공 TOEIC New 실전 모의고사 특별판 (신(新)토익 반영 4회분 문제집 + 자세한 해설집 + 신(新)경향 동영상 강의),83578927,9791159240355,3740.0,백형식 지음,길벗이지톡,2016-05-09,17800,16020,890점,831.0,외국어,2016년7월3주
698.0,국내도서,2016 기출이 답이다 9급 공무원 5개년 기출문제집 한국사 (2015~2011),60319756,9791125413806,13350.0,SD공무원수험연구소 엮음,시대고시기획,2016-05-10,13000,11700,650점,807.0,수험서/자격증,2016년4월3주
733.0,국내도서,2016 기출이 답이다 9급 공무원 5개년 기출문제집 영어 (2016~2011),60320369,9791125413929,13350.0,SD공무원수험연구소 엮음,시대고시기획,2016-05-10,13000,11700,650점,837.0,수험서/자격증,2016년4월3주
