순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),source
344.0,국내도서,꿈이 있는 아내는 늙지 않는다,978133,9788976772589,3810.0,김미경 지음,명진출판사,2007-09-28,10000,9000,500점,11246.0,자기계발,2013년4월4주
175.0,국내도서,나쁜 사마리아인들,988614,9788960510197,3320.0,"장하준 지음, 이순희 옮김",부키,2007-10-10,14000,12600,700점,42710.0,경제경영,2011년12월5주
926.0,국내도서,워터멜론 슈가에서,993541,9788992036481,3840.0,"리차드 브라우티건 지음, 최승자 옮김",비채,2007-10-15,8900,8010,440점,1482.0,소설/시/희곡,2016년7월3주
591.0,국내도서,리버 보이,999466,9788992555487,3830.0,"팀 보울러 지음, 정해영 옮김",놀(다산북스),2007-10-20,9000,8100,450점,19046.0,청소년,2011년12월5주
901.0,국내도서,채식주의자,1000152,9788936433598,3810,한강 지음,창비,2007-10-30,12000,10800,600점,57521.0,소설/시/희곡,2019년1월3주
875.0,국내도서,살아갈 날들을 위한 공부,1000810,9788992378093,3890.0,"레프 니콜라예비치 톨스토이 지음, 이상원 옮김",위즈덤하우스,2007-10-30,13800,12420,690점,12966.0,에세이,2016년7월3주
864.0,국내도서,새들은 페루에 가서 죽다 (특별판),304685,9788954604062,1111111111.0,"로맹 가리 지음, 김남주 옮김",문학동네,2007-10-31,10000,9000,500점,10474.0,소설/시/희곡,2005년2월1주
574.0,국내도서,오래된 미래,1011162,9788961880848,3810.0,"헬레나 노르베리-호지 지음, 양희승 옮김",중앙books(중앙북스),2007-11-15,12000,10800,600점,10981.0,사회과학,2013년4월4주
183.0,국내도서,영어 글쓰기의 기본,1002280,9788995637159,3740.0,"윌리엄 스트렁크 지음, 조서연.김지양 옮김, 곽중철 감수",인간희극,2007-11-19,7500,6750,370점,15552.0,외국어,2013년4월4주
955.0,국내도서,몰입의 즐거움,201171,9788973378869,3180.0,"미하이 칙센트미하이 지음, 이희재 옮김",해냄,2007-11-20,16500,14850,820점,10395.0,인문학,2013년4월4주
525.0,국내도서,보험회사가 당신에게 알려주지 않는 진실,1004170,9788901073989,13320.0,김미숙 지음,엘도라도,2007-11-22,12000,10800,600점,4205.0,경제경영,2013년4월4주
209.0,국내도서,천 개의 찬란한 태양,1001814,9788972754015,3840.0,"할레드 호세이니 지음, 왕은철 옮김",현대문학,2007-11-25,13500,12150,670점,15396.0,소설/시/희곡,2013년4월4주
684.0,국내도서,신의진의 아이심리백과,1014210,9788901074061,13590.0,신의진 지음,갤리온,2007-11-26,20000,18000,"1,000점",9562.0,좋은부모,2013년4월4주
523.0,국내도서,모르면 당한다!! 황당매너 51,1017701,9788960860582,3320.0,조관일 지음,위즈덤하우스,2007-11-28,10000,9000,500점,431.0,자기계발,2011년12월5주
683.0,국내도서,먹고 기도하고 사랑하라,1014748,9788995547229,3800.0,"엘리자베스 길버트 지음, 노진선 옮김",솟을북,2007-11-30,11900,10710,590점,6893.0,에세이,2013년4월4주
195.0,국내도서,신약 만화 성경,289660,9788975330483,77230.0,한결 지음,은하수미디어,2007-12-01,12000,10800,600점,2154.0,종교/역학,2002년8월3주
407.0,국내도서,몰입 : 인생을 바꾸는 자기 혁명,1020939,9788925514826,3320.0,황농문 지음,랜덤하우스코리아,2007-12-10,18000,16200,900점,40634.0,자기계발,2011년12월5주
374.0,국내도서,엄마가 들려주는 태교동화,264773,9788986145878,4590.0,김양현 지음,프리미엄북스,2007-12-10,14800,13320,740점,7996.0,좋은부모,2002년8월3주
524.0,국내도서,익숙한 것과의 결별,1019474,9788932471280,3320.0,"구본형 지음, 윤광준 사진",을유문화사,2007-12-15,12000,10800,600점,3069.0,자기계발,2013년4월4주
638.0,국내도서,글쓰기의 공중부양,1020825,9788973378937,3810.0,이외수 지음,해냄,2007-12-15,13800,12420,690점,4866.0,인문학,2011년12월5주
128.0,국내도서,STAR TOEIC Basic : 리스닝 + 리딩 (동영상 강의. MP3 무료제공) (테이프 별매),1031033,9788996055310,18740.0,이상철 지음,챔프스터디,2007-12-31,19500,17550,970점,2369.0,외국어,2011년12월5주
243.0,국내도서,신앙생활 가꾸기 3,1699301,9788985447607,43230.0,권지현 지음,글로벌틴미니스트리(지티엠),2008-01-01,2000,2000,0점,292.0,종교/역학,2011년12월5주
647.0,국내도서,파인애플 스토리,2928489,9788996050704,3230.0,"IBLP 지음, 김두화 옮김",아이비엘피코리아,2008-01-01,6000,5400,300점,1940.0,종교/역학,2011년12월5주
656.0,국내도서,해커스 리스닝 인트로 (Hackers Listening Intro),1030979,9788990700483,18740.0,해커스어학연구소 지음,해커스어학연구소(Hackers),2008-01-02,14900,13410,740점,9391.0,외국어,2011년12월5주
677.0,국내도서,해커스 리딩 인트로 (Hackers Reading Intro),1030987,9788990700506,13740.0,해커스어학연구소 지음,해커스어학연구소(Hackers),2008-01-02,9900,8910,490점,12180.0,외국어,2011년12월5주
547.0,국내도서,이상한 나라의 앨리스,1026231,9788992632126,3810.0,"루이스 캐롤 지음, 김양미 옮김, 김민지 그림",인디고(글담),2008-01-05,12800,11520,640점,5721.0,소설/시/희곡,2011년12월5주
273.0,국내도서,에스퀴스 선생님의 위대한 수업,1024540,9788992355209,3840.0,"레이프 에스퀴스 지음, 박인균 옮김",추수밭(청림출판),2008-01-07,12000,10800,600점,1913.0,사회과학,2011년12월5주
129.0,국내도서,잡식동물의 딜레마,1032682,9788977660786,3300.0,"마이클 폴란 지음, 조윤정 옮김",다른세상,2008-01-07,25000,22500,"1,250점",1681.0,인문학,2013년4월4주
462.0,국내도서,국어능력인증시험 기본서,1003458,9788941439189,13710.0,국어능력인증시험연구회 엮음,박문각,2008-01-10,26000,23400,"1,300점",1652.0,수험서/자격증,2011년12월5주
255.0,국내도서,황금비늘을 가진 물고기,1032314,9788973584093,3040.0,박윤신 지음,삼지사,2008-01-10,10000,9000,500점,485.0,사회과학,2011년12월5주
190.0,국내도서,한국문학 명작선 소설 세트 - 전4권,2129330,9788995832325,44810.0,한국언어문화연구원 엮음,한우리북스,2008-01-10,60000,54000,"3,000점",8525.0,청소년,2016년4월3주
675.0,국내도서,마음사전,1697276,9788960900271,3810.0,김소연 지음,마음산책,2008-01-20,15000,13500,750점,15652.0,에세이,2016년7월3주
717.0,국내도서,기본영어,23465,9788986811001,53740.0,정치근 지음,경심사,2008-01-20,15000,14250,750점,3388.0,외국어,2011년12월5주
573.0,국내도서,새벽에 홀로 깨어,1701105,9788971992975,4810.0,"최치원 지음, 김수영 엮음",돌베개,2008-01-21,8500,7650,420점,9267.0,고전,2013년4월4주
201.0,국내도서,서른 살이 심리학에게 묻다,1713079,9788901078588,3180.0,김혜남 지음,갤리온,2008-02-01,12000,10800,600점,21721.0,인문학,2011년12월5주
371.0,국내도서,성경전서 개역개정판 NKR42M - 단본 무색인,8013017,9788941221319,3230.0,대한성서공회 편집부 엮음,대한성서공회,2008-02-20,6400,5760,320점,143.0,종교/역학,2011년12월5주
489.0,국내도서,나무,1951458,9788932907871,3860.0,"베르나르 베르베르 지음, 이세욱 옮김, 뫼비우스 그림",열린책들,2008-03-01,15800,14220,790점,12842.0,소설/시/희곡,2011년12월5주
31.0,국내도서,완득이,1935594,9788936456085,43810.0,김려령 지음,창비,2008-03-16,13000,11700,650점,35159.0,청소년,2011년12월5주
176.0,국내도서,완득이,1836808,9788936433635,3810.0,김려령 지음,창비,2008-03-17,12800,11520,640점,12023.0,소설/시/희곡,2011년12월5주
44.0,국내도서,네가 어떤 삶을 살든 나는 너를 응원할 것이다,1957469,9788996047636,3800.0,공지영 지음,오픈하우스,2008-03-24,14400,12960,720점,35351.0,에세이,2013년4월4주
834.0,국내도서,나를 부르는 숲,1970542,9788970905563,3840.0,"빌 브라이슨 지음, 홍은택 옮김",동아일보사,2008-03-25,12000,10800,600점,5388.0,에세이,2013년4월4주
442.0,국내도서,하악하악,1914113,9788973379507,3810.0,"이외수 지음, 정태련 그림",해냄,2008-03-30,14500,13050,720점,21915.0,에세이,2011년12월5주
572.0,국내도서,진중권의 서양미술사 : 고전예술 편 (반양장),1986021,9788958622376,3600.0,진중권 지음,휴머니스트,2008-04-14,17000,15300,850점,4499.0,예술/대중문화,2013년4월4주
454.0,국내도서,5가지 사랑의 언어,422125,9788904155057,3230.0,"게리 채프먼 지음, 장동숙 옮김",생명의말씀사,2008-04-15,10000,9000,500점,6488.0,종교/역학,2005년2월1주
682.0,국내도서,그림으로 읽는 生生 심리학,2062214,9788991995383,3320.0,이소라 지음,이밥차(그리고책),2008-04-18,11000,9900,550점,3333.0,인문학,2013년4월4주
824.0,국내도서,슬픔이 없는 십오 초,2065518,9788932018508,3810.0,심보선 지음,문학과지성사,2008-04-18,12000,10800,600점,12771.0,소설/시/희곡,2016년7월3주
750.0,국내도서,빌 브라이슨 발칙한 유럽산책,2107049,9788950913618,3840.0,"빌 브라이슨 지음, 권상미 옮김",21세기북스,2008-04-30,13800,12420,690점,12619.0,에세이,2011년12월5주
256.0,국내도서,장미의 이름 - 하,241937,9788932906768,4880.0,"움베르토 에코 지음, 이윤기 옮김",열린책들,2008-04-30,15800,14220,790점,8019.0,소설/시/희곡,2002년8월3주
425.0,국내도서,브람스를 좋아하세요...,2156605,9788937461798,4800,"프랑수아즈 사강 지음, 김남주 옮김",민음사,2008-05-02,8500,7650,420점,33078.0,소설/시/희곡,2024년7월2주
903.0,국내도서,20세기 소년 2,259147,9788925815039,7650.0,"우라사와 나오키 지음, 서현아 옮김",학산문화사(만화),2008-05-10,3800,3420,190점,1113.0,만화,2001년1월3주
614.0,국내도서,일본어 무작정 따라하기 (책 + mp3 CD 1장 + 휴대용 소책자),2161528,9788960471269,3730.0,후지이 아사리 지음,길벗이지톡,2008-05-20,16500,14850,820점,11066.0,외국어,2013년4월4주
366.0,국내도서,군주론,2170271,9788972914440,3340.0,"니콜로 마키아벨리 지음, 강정인.김경희 옮김",까치,2008-05-20,8000,7200,400점,6022.0,사회과학,2013년4월4주
833.0,국내도서,칼 비테의 자녀교육법,2145912,9788993279016,3590.0,"칼 비테 지음, 김락준 옮김",베이직북스,2008-05-25,13000,11700,650점,3325.0,좋은부모,2013년4월4주
613.0,국내도서,누구도 가르쳐 주지 않은 성경 밖 성경이야기,2184009,9788993239034,3230.0,유재덕 지음,브니엘출판사,2008-05-28,12000,10800,600점,1439.0,종교/역학,2013년4월4주
697.0,국내도서,쎄느강은 좌우를 나누고 한강은 남북을 가른다,2217939,9788984312654,3810.0,홍세화 지음,한겨레출판,2008-05-31,12000,10800,600점,1822.0,사회과학,2011년12월5주
523.0,국내도서,거꾸로 읽는 세계사,2227082,9788974140472,3900.0,유시민 지음,푸른나무,2008-06-05,13000,11700,650점,8541.0,역사,2013년4월4주
349.0,국내도서,별을 헤아리며,2251064,9788990220806,3840,"로이스 로리 지음, 서남희 옮김",양철북,2008-06-10,11000,9900,550점,4445.0,청소년,2021년6월1주
486.0,국내도서,세계대전 Z,2252408,9788960171374,3840.0,"맥스 브룩스 지음, 박산호 옮김",황금가지,2008-06-12,13800,12420,690점,5506.0,소설/시/희곡,2013년4월4주
681.0,국내도서,마지막 강의,2262172,9788952209245,3320.0,"랜디 포시.제프리 재슬로 지음, 심은우 옮김",살림,2008-06-16,16000,14400,800점,24958.0,자기계발,2013년4월4주
633.0,국내도서,"해커스 토플 액츄얼 테스트 리딩 (Hackers iBT TOEFL Actual Test Reading) (모의고사 CD, 단어 암기&지문 녹음 MP3 무료제공)",2287995,9788990700544,13740.0,해커스어학연구소 편집부 엮음,해커스어학연구소(Hackers),2008-06-26,19500,17550,970점,4560.0,외국어,2011년12월5주
843.0,국내도서,네 무덤에 침을 뱉으마 1,31477,9788957690840,4300.0,진중권 지음,개마고원,2008-06-27,12000,10800,600점,1547.0,사회과학,2002년8월3주
429.0,국내도서,10미터만 더 뛰어봐!,2314272,9788961885539,3320.0,김영식 지음,중앙books(중앙북스),2008-07-01,12000,10800,600점,5689.0,경제경영,2011년12월5주
111.0,국내도서,존 비비어의 관계,2323365,9788957881187,3230.0,"존 비비어 지음, 우수명 옮김",엔씨디(NCD),2008-07-02,10000,9000,500점,3193.0,종교/역학,2011년12월5주
162.0,국내도서,트와일라잇 4권 세트 - 전4권,7297079,9788937832963,3840.0,"스테프니 메이어 지음, 변용란.윤정숙 옮김",북폴리오,2008-07-05,56000,50400,"2,800점",4173.0,소설/시/희곡,2011년12월5주
290.0,국내도서,English Re-Start 세트 - 전3권 (Basic + Advanced 1 + Advanced 2 + 끝장노트),2599733,9788901083346,14740.0,Christine Gibson 외 지음,NEWRUN(뉴런),2008-07-07,29000,26100,"1,450점",10164.0,외국어,2013년4월4주
761.0,국내도서,칼 비테의 공부의 즐거움,2341366,9788993279030,3590.0,"칼 비테 지음, 남은숙 옮김",베이직북스,2008-07-09,13000,11700,650점,2802.0,좋은부모,2013년4월4주
862.0,국내도서,일본어 문법 무작정 따라하기,2333087,9788960471290,3730,후지이 아사리 지음,길벗이지톡,2008-07-10,19800,17820,990점,7436.0,외국어,2019년1월3주
158.0,국내도서,"우리 아이의 즐거운 일기쓰기, 독서록쓰기",2334726,9788991891395,13590.0,강승임 지음,아주큰선물,2008-07-10,12800,11520,640점,2183.0,좋은부모,2011년12월5주
404.0,국내도서,백만장자 시크릿,2290000,9788925520384,3320,"하브 에커 지음, 나선숙 옮김",알에이치코리아(RHK),2008-07-16,12000,10800,600점,8170.0,경제경영,2019년1월3주
839.0,국내도서,악의,2367160,9788972754190,3830.0,"히가시노 게이고 지음, 양윤옥 옮김",현대문학,2008-07-25,14000,12600,700점,10287.0,소설/시/희곡,2016년4월3주
445.0,국내도서,꿈꾸는 다락방 2 - 실천편,2358421,9788974255282,3320.0,이지성 지음,국일미디어(국일출판사),2008-07-28,13500,12150,670점,11257.0,자기계발,2011년12월5주
320.0,국내도서,신자유주의의 역사와 진실,226670,9788986598131,93300.0,강상구 지음,문화과학사,2008-07-31,16000,14400,800점,1273.0,사회과학,2001년1월3주
707.0,국내도서,참을 수 없는 존재의 가벼움,140286,9788937400674,3890.0,"밀란 쿤데라 지음, 이재룡 옮김",민음사,2008-08-01,8500,7650,420점,5711.0,소설/시/희곡,2005년2월1주
638.0,국내도서,1984년,201087,9788931003666,3840.0,"조지 오웰 지음, 김병익 옮김",문예출판사,2008-08-01,9000,8100,450점,2802.0,소설/시/희곡,2002년8월3주
640.0,국내도서,링구아포럼 m-토플 Link,351766,9788955631807,,링구아포럼 리서치센터 지음,링구아포럼,2008-08-01,15000,13500,750점,2289.0,외국어,2005년2월1주
940.0,국내도서,미시경제학 수학노트와 연습문제 해답 (이준구),2426550,9788918101293,93320.0,이준구 지음,법문사,2008-08-10,10000,10000,500점,1267.0,대학교재/전문서적,2013년4월4주
832.0,국내도서,엑셀 & 파워포인트 2007 무작정 따라하기,2454583,9788975607608,3000.0,박미정.박은진 지음,길벗,2008-08-14,18000,16200,900점,5944.0,컴퓨터/모바일,2013년4월4주
582.0,국내도서,한강 - 전10권 세트,3500977,9788973378302,4810.0,조정래 지음,해냄,2008-08-28,138000,124200,"6,900점",1730.0,소설/시/희곡,2011년12월5주
680.0,국내도서,생명과학,2538146,9788992709101,93470.0,"닐 캠벨 외 지음, 전상학 옮김",바이오사이언스,2008-09-01,60000,60000,"3,000점",2800.0,대학교재/전문서적,2011년12월5주
760.0,국내도서,지금 이 순간을 살아라,2502422,9788987203959,3840.0,"에크하르트 톨레 지음, 노혜숙.유영일 옮김",양문,2008-09-02,12500,11250,620점,21577.0,에세이,2013년4월4주
612.0,국내도서,동급생,2545185,9788979198188,3830.0,"히가시노 게이고 지음, 신경립 옮김",창해,2008-09-09,13000,11700,650점,5046.0,소설/시/희곡,2013년4월4주
200.0,국내도서,한국에서 유일한 기초영문법 세트 - 전3권,963377,9788992334273,14740.0,한일 지음,아이엠북스,2008-09-24,33000,29700,"1,650점",5033.0,외국어,2011년12월5주
571.0,국내도서,해커스 토익 스타트 Listening (Hackers TOEIC Start Listening),2620622,9788990700605,18740.0,데이빗 조 (David Cho) 지음,해커스어학연구소(Hackers),2008-10-10,12900,11610,640점,17832.0,외국어,2013년4월4주
939.0,국내도서,스프링벅,2683164,9788936456122,43810.0,배유안 지음,창비,2008-10-10,11000,9900,550점,8088.0,청소년,2013년4월4주
374.0,국내도서,관계의 심리학,2693293,9788990991676,3320.0,이철우 지음,경향미디어,2008-10-13,12000,10800,600점,8555.0,자기계발,2011년12월5주
938.0,국내도서,토익이 가벼워지는 토마토 BASIC Reading,2714370,9788959972630,13740.0,이성룡 외 지음,능률교육,2008-10-20,12000,10800,600점,11980.0,외국어,2013년4월4주
81.0,국내도서,토익이 가벼워지는 토마토 BASIC Listening,2714428,9788959972654,18740.0,이성룡 외 지음,능률교육,2008-10-20,12000,10800,600점,11187.0,외국어,2011년12월5주
343.0,국내도서,엄마를 부탁해,2727875,9788936433673,3810.0,신경숙 지음,창비,2008-10-24,15000,13500,750점,83498.0,소설/시/희곡,2013년4월4주
937.0,국내도서,"뇌, 생각의 출현",2716544,9788958622598,3400.0,박문호 지음,휴머니스트,2008-10-27,25000,22500,"1,250점",4902.0,과학,2013년4월4주
107.0,국내도서,해커스 토익 Reading (단어암기장 및 해설서 포함) (Hackers TOEIC Reading),2718765,9788990700582,13740.0,데이빗 조 (David Cho) 지음,해커스어학연구소(Hackers),2008-11-01,18800,16920,940점,32899.0,외국어,2013년4월4주
308.0,국내도서,해커스 토익 Listening (테이프 별매) (Hackers TOEIC Listening) (책 + 무료 토익모의고사 + 받아쓰기CD + 단어암기mp3 + 단어암기장 + 해설서),2718800,9788990700568,18740.0,데이빗 조 (David Cho) 지음,해커스어학연구소(Hackers),2008-11-01,18800,16920,940점,24416.0,외국어,2013년4월4주
570.0,국내도서,건투를 빈다,2772770,9788971847985,3810.0,"김어준 지음, 현태준 그림",푸른숲,2008-11-10,15800,14220,790점,8552.0,에세이,2013년4월4주
159.0,국내도서,해커스 텝스 Reading,2777296,9788990700629,13740.0,데이빗 조 (David Cho) 지음,해커스어학연구소(Hackers),2008-11-14,22900,20610,"1,140점",10986.0,외국어,2011년12월5주
236.0,국내도서,해커스 텝스 Listening (테이프 별매),2777342,9788990700643,18740.0,데이빗 조 (David Cho) 지음,해커스어학연구소(Hackers),2008-11-14,24900,22410,"1,240점",7213.0,외국어,2011년12월5주
569.0,국내도서,옛날에 내가 죽은 집,2839590,9788979198478,3830.0,"히가시노 게이고 지음, 이영미 옮김",창해,2008-11-27,12000,10800,600점,5031.0,소설/시/희곡,2013년4월4주
39.0,국내도서,셜록 홈즈 미공개 사건집,2862926,9788991931466,3840.0,"에이드리언 코난 도일.존 딕슨 카 지음, 권일영 옮김",북스피어,2008-11-28,11000,9900,550점,3469.0,소설/시/희곡,2011년12월5주
330.0,국내도서,운전면허 학과시험문제,111083,9788940650004,13550.0,대한교통안전연구회 엮음,크라운출판사,2008-12-01,10000,9000,500점,4539.0,수험서/자격증,2005년2월1주
460.0,국내도서,마케팅 불변의 법칙,2855509,9788962600568,4320.0,"알 리스, 잭 트라우트 지음, 이수정 옮김, 정지혜 감수",비즈니스맵,2008-12-01,12800,11520,640점,15255.0,경제경영,2013년4월4주
932.0,국내도서,포스 드로잉,2919445,9788992607247,3630,"마이크 마테시 지음, 박성은 옮김",비즈앤비즈,2008-12-09,19000,17100,950점,8385.0,예술/대중문화,2021년6월1주
364.0,국내도서,살인자의 건강법,496878,9788970754413,3860.0,"아멜리 노통브 지음, 김민정 옮김",문학세계사,2008-12-15,14000,12600,700점,4085.0,소설/시/희곡,2005년2월1주
499.0,국내도서,트루먼 스쿨 악플 사건,2966275,9788983945068,3840,"도리 힐레스타드 버틀러 지음, 이도영 옮김","미래인(미래M&B,미래엠앤비)",2008-12-19,9000,8100,450점,13525.0,청소년,2021년6월1주
265.0,국내도서,엄마 매니저,3007552,9788991010567,3370.0,조남호 지음,글로세움,2009-01-01,12000,10800,600점,2989.0,청소년,2011년12월5주
532.0,국내도서,Chunklink Link English 기본,3242978,9788995899267,53740.0,이상엽 지음,콘앤콘,2009-01-01,12000,10800,600점,418.0,외국어,2011년12월5주
267.0,국내도서,달리기를 말할 때 내가 하고 싶은 이야기,3020589,9788970128337,3830,"무라카미 하루키 지음, 임홍빈 옮김",문학사상,2009-01-05,14500,13050,720점,62931.0,에세이,2024년7월2주
485.0,국내도서,문단열의 만만한 패턴으로 영어회화 사로잡기,2998372,9788960373563,13740.0,문단열 지음,에듀박스(주),2009-01-09,9800,8820,490점,4966.0,외국어,2013년4월4주
187.0,국내도서,동아 새국어사전 (색인),216421,9788900236224,11710.0,두산동아 사서편집국 엮음,두산동아(참고서),2009-01-10,42000,37800,"2,100점",6139.0,외국어,2005년2월1주
423.0,국내도서,동아 새국어사전 (5판),216429,9788900188233,11710.0,"사전연구회 엮음, 이기문 감수",두산동아(참고서),2009-01-10,44000,39600,"2,200점",2870.0,외국어,2005년2월1주
999.0,국내도서,동아 백년옥편,216444,9788900195774,11710.0,두산동아 편집부 엮음,두산동아(참고서),2009-01-10,43000,38700,"2,150점",1003.0,외국어,2001년1월3주
692.0,국내도서,4개의 통장,3029790,9788993285550,3320.0,고경호 지음,다산북스,2009-01-10,16000,14400,800점,33395.0,경제경영,2011년12월5주
327.0,국내도서,아웃라이어,3010785,9788934933151,3320.0,"말콤 글래드웰 지음, 노정태 옮김, 최인철 감수",김영사,2009-01-15,13000,11700,650점,25364.0,경제경영,2013년4월4주
167.0,국내도서,청장년성도를 위한 찬미예수 500,497679,,,코이노니아 편집부 엮음,코이노니아,2009-01-31,7200,6840,210점,724.0,종교/역학,2005년2월1주
679.0,국내도서,듀이 : 세계를 감동시킨 도서관 고양이,3085980,9788901091693,3840.0,"비키 마이런.브렛 위터 지음, 배유정 옮김",갤리온,2009-02-02,13000,11700,650점,9436.0,에세이,2013년4월4주
509.0,국내도서,스베덴보리의 위대한 선물,3199475,9788993285826,3200.0,"임마누엘 스베덴보리 지음, 스베덴보리 연구회 엮음",다산초당,2009-02-04,16000,14400,800점,11254.0,종교/역학,2011년12월5주
987.0,국내도서,전설로 떠나는 월가의 영웅,3242431,9788957820742,13320.0,"피터 린치.존 로스차일드 지음, 이건 옮김",국일증권경제연구소,2009-02-06,23000,20700,"1,150점",3393.0,경제경영,2016년7월3주
676.0,국내도서,영어 천재가 된 홍 대리,3235740,9788993285673,3320.0,박정원 지음,다산라이프,2009-02-16,15000,13500,750점,6664.0,자기계발,2011년12월5주
672.0,국내도서,쉽게 배우는 만화 캐릭터 데생,6460355,9788959752249,13600.0,"미도리 후우 지음, 김현영 옮김",한즈미디어(한스미디어),2009-02-23,7500,6750,370점,6825.0,만화,2013년4월4주
244.0,국내도서,권력의 법칙,3288556,9788901092942,3320.0,"로버트 그린 외 지음, 안진환 외 옮김",웅진지식하우스,2009-03-02,28000,25200,"1,400점",9151.0,인문학,2013년4월4주
302.0,국내도서,TEPS VOCA essence,3433295,9788958481096,13740.0,에듀조선 텝스연구소 엮음,에듀조선(단행본),2009-03-06,16000,15200,800점,350.0,외국어,2011년12월5주
936.0,국내도서,겨울밤 0시 5분,3370957,9788972754329,3810.0,황동규 지음,현대문학,2009-03-09,9000,8100,450점,2205.0,소설/시/희곡,2013년4월4주
491.0,국내도서,공부하는 독종이 살아남는다,3353784,9788961888110,3320.0,이시형 지음,중앙books(중앙북스),2009-03-10,13000,11700,650점,12460.0,자기계발,2011년12월5주
86.0,국내도서,오두막,3288730,9788933830406,3840.0,"윌리엄 폴 영 지음, 한은경 옮김",세계사,2009-03-16,13800,12420,690점,10635.0,소설/시/희곡,2013년4월4주
307.0,국내도서,까칠한 재석이가 사라졌다 (양장),3431488,9788996147442,3810.0,고정욱 지음,애플북스,2009-03-24,11000,9900,550점,7092.0,청소년,2013년4월4주
202.0,국내도서,주님은 나의 최고봉 (보급판 문고본),3488427,9788977821736,3230.0,"오스왈드 챔버스 지음, 스데반 황 옮김",토기장이(토기장이주니어),2009-03-25,7000,6300,350점,8143.0,종교/역학,2011년12월5주
716.0,국내도서,고민하는 힘,3442976,9788958283560,3300.0,"강상중 지음, 이경덕 옮김",사계절,2009-03-27,11000,9900,550점,7421.0,인문학,2011년12월5주
878.0,국내도서,위저드 베이커리,3460099,9788936433697,3810,구병모 지음,창비,2009-03-27,12800,11520,640점,24359.0,소설/시/희곡,2021년6월1주
84.0,국내도서,게으를 권리 : 폴 라파르그 글모음,3453755,9788991071667,3300.0,"폴 라파르그 지음, 차영준 옮김",필맥,2009-04-01,8000,7200,400점,1856.0,사회과학,2016년7월3주
770.0,국내도서,네이티브는 알고 우리는 모르는 영단어의 비밀,3542319,9788950917159,13740.0,"고지마 요시로.Leapin Lizards 지음, 이수경 옮김",21세기북스,2009-04-01,12000,10800,600점,287.0,외국어,2011년12월5주
842.0,국내도서,동급생,3586873,9788961592611,7810,나카무라 아스미코 지음,조은세상(북두),2009-04-10,5000,4500,250점,8532.0,만화,2021년6월1주
660.0,국내도서,장수경의 삼원소 영문법 - 전3권,3658042,9788996241614,13740.0,장수경 지음,삼원소어학연구소,2009-04-17,34000,32300,"1,700점",2662.0,외국어,2011년12월5주
484.0,국내도서,넛지,3587535,9788901093154,3320.0,"리처드 H. 탈러 & 카스 R. 선스타인 지음, 안진환 옮김, 최정규 감수",리더스북,2009-04-20,15500,13950,770점,24191.0,경제경영,2013년4월4주
451.0,국내도서,신성종의 내가 본 지옥과 천국,3631218,9788947802574,3230.0,신성종 지음,크리스챤서적,2009-04-20,10000,9000,500점,2223.0,종교/역학,2011년12월5주
935.0,국내도서,우리 아이 내면의 힘을 키우는 몰입독서,3645413,9788993267150,3370.0,최희수 지음,푸른육아,2009-04-23,13000,11700,650점,1524.0,좋은부모,2013년4월4주
370.0,국내도서,심리학이 서른 살에게 답하다,3635375,9788901093987,3180.0,김혜남 지음,걷는나무,2009-04-30,12000,10800,600점,6943.0,인문학,2011년12월5주
934.0,국내도서,딸과 떠나는 인문학 기행,3682069,9788970419985,3910.0,이용재 글.사진,디자인하우스,2009-05-01,14800,13320,740점,622.0,예술/대중문화,2013년4월4주
165.0,국내도서,Hackers TOEFL Listening (해커스 토플 리스닝) (iBT) (책 + CD 1장),3683747,9788990700674,18740.0,데이빗 조 (David Cho) 지음,해커스어학연구소(Hackers),2009-05-04,29500,26550,"1,470점",6782.0,외국어,2011년12월5주
933.0,국내도서,켈트 신화와 전설,3687794,9788991508569,3900.0,"찰스 스콰이어 지음, 나영균.전수용 옮김",황소자리,2009-05-06,25000,22500,"1,250점",2668.0,인문학,2013년4월4주
730.0,국내도서,1일 10분 지하철 영어회화,3656654,9788993688023,13740.0,김은정 지음,투리북스,2009-05-10,8500,7650,420점,129.0,외국어,2011년12월5주
446.0,국내도서,리처드 포스터 영적훈련과 성장,3669317,9788904158478,3230.0,"리처드 포스터 지음, 권달천.황을호 옮김",생명의말씀사,2009-05-10,17000,15300,850점,6318.0,종교/역학,2011년12월5주
531.0,국내도서,성공의 문을 여는 마스터키,3729497,9788991075535,3320.0,"찰스 해낼 지음, 김우열 옮김",샨티,2009-05-10,15000,13500,750점,6465.0,자기계발,2022년5월2주
704.0,국내도서,매미 울음소리 그칠 무렵 : 바닷마을 다이어리 1,3693581,9788959192632,7830.0,"요시다 아키미 지음, 조은하 옮김",애니북스,2009-05-13,8000,7200,400점,6135.0,만화,2016년7월3주
888.0,국내도서,내 심장을 쏴라 (리커버 특별판),211924202,9788956602998,3810,정유정 지음,은행나무,2009-05-20,12000,10800,600점,15044.0,소설/시/희곡,2021년6월1주
831.0,국내도서,내 심장을 쏴라,3649414,9788956602998,3810.0,정유정 지음,은행나무,2009-05-20,12000,10800,600점,11004.0,소설/시/희곡,2013년4월4주
